fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
A1_chain_d3_N50,4,12,12,12,0.000364,60,true,12
A1_chain_d5_N20,4,8,8,8,0.000447,100,true,8
A1_chain_d5_N50,4,14,14,14,0.000364,100,true,14
A1_chain_d5_N100,4,41,41,41,0.000335,100,true,41
A1_chain_d8_N50,4,23,23,23,0.000362,160,true,23
A2_multiclassA_2refs_loadLow_N20,2,10,10,10,0.002362,65,true,10
A2_multiclassA_2refs_loadHigh_N20,2,10,10,10,0.000827,65,true,10
A2_multiclassA_2refs_loadLow_N50,2,3,3,3,0.008834,65,true,3
A2_multiclassA_2refs_loadHigh_N50,2,3,3,3,0.002792,65,true,3
A2_multiclassB_2refs_demands_3to1_N20,2,10,10,10,0.027154,65,true,10
A2_multiclassB_2refs_demands_5to1_N20,2,9,9,9,0.035557,65,true,9
A2_multiclassB_2refs_demands_3to1_N50,2,2,2,2,0.009364,65,true,2
A2_multiclassB_2refs_demands_5to1_N50,2,2,2,2,0.009912,65,true,2
A2_multiclassC_2refs_think_2to1_N20,2,9,9,9,0.014538,65,true,9
A2_multiclassC_2refs_think_4to1_N20,2,9,9,9,0.040825,65,true,9
A2_multiclassC_2refs_think_2to1_N50,2,2,2,2,0.008283,65,true,2
A2_multiclassC_2refs_think_4to1_N50,2,2,2,2,0.016165,65,true,2
A3_multiserver_c2_loadLow,4,1,1,1,0.005537,40,true,1
A3_multiserver_c2_loadMedium,4,1,1,1,0.004306,40,true,1
A3_multiserver_c2_loadHigh,4,1,1,1,0.003051,40,true,1
A3_multiserver_c4_loadLow,4,1,1,1,0.002239,40,true,1
A3_multiserver_c4_loadMedium,4,1,1,1,0.002034,40,true,1
A3_multiserver_c4_loadHigh,4,1,1,1,0.001724,40,true,1
A3_multiserver_c8_loadLow,4,1,1,1,0.002258,40,true,1
A3_multiserver_c8_loadMedium,4,1,1,1,0.002198,40,true,1
A3_multiserver_c8_loadHigh,5,1,1,1,0.000079,40,true,1
A4_threeTier_multiclass,6,5,5,5,0.014652,85,true,5
A4_multiclass_multiserver,2,2,2,2,0.111505,65,true,2
A4_multiclass_multientry,2,2,2,2,0.057472,90,true,2
A4_chainPlusFanout,6,7,7,7,1939871735680830.800000,105,false,7
A4_webApplication,2,2,2,2,0.358173,85,true,2
A4_databaseBackend,4,4,4,4,0.005656,80,true,4
A4_threeTier_sequence,2,1,1,1,0.000000,0,true,1
A4_parallelService_andFork,2,1,1,1,0.000000,0,true,1
A4_retryLoop,5,2,2,2,0.000000,0,true,2
A4_replyThenLog,3,1,1,1,0.000000,0,true,1
A5_orForkUneven,5,2,2,2,0.000000,0,true,2
A5_orForkThreeWay,5,1,1,1,0.000000,0,true,1
A5_andForkThreeWay,2,1,1,1,0.000000,0,true,1
A5_andForkMultiAct,2,1,1,1,0.000000,0,true,1
A5_seqMultiEntry,4,1,1,1,0.000000,0,true,1
A5_replyAtBound,3,2,2,2,0.000000,0,true,2
A5_combinedDag,2,1,1,1,0.000000,0,true,1
A5_multiclassAndFork,2,1,1,1,0.000000,0,true,1
B_scaleAxis_tasks5_chain,4,3,3,3,0.000489,100,true,3
B_scaleAxis_tasks10_chain,4,7,7,7,0.003302,200,true,7
B_scaleAxis_tasks20_chain,4,19,19,19,0.089457,400,true,19
B_scaleAxis_tasks40_chain,4,63,63,63,0.043851,800,true,63
B_scaleAxis_tasks60_chain,4,133,133,133,0.062717,1200,true,133
B_scaleAxis_tasks5_fanout,3,2,2,2,429.015676,100,false,2
B_scaleAxis_tasks10_fanout,3,4,4,4,836.322237,200,false,4
B_scaleAxis_tasks20_fanout,3,12,12,12,1372.197057,400,false,12
B_scaleAxis_tasks40_fanout,3,57,57,57,0.000000,0,true,57
B_scaleAxis_tasks60_fanout,3,149,149,149,0.000000,0,true,149
C1_fanOut2_caller_c1,8,1,1,1,0.390652,60,true,1
C1_fanOut2_caller_c2,8,1,1,1,0.390652,60,true,1
C1_fanOut3_caller_c1,9,1,1,1,0.347599,80,true,1
C1_fanOut3_caller_c2,9,2,2,2,0.347599,80,true,2
C1_fanOut4_caller_c1,9,3,3,3,0.308415,100,true,3
C1_fanOut4_caller_c2,9,3,3,3,0.308415,100,true,3
C2_infTaskSimple,2,0,0,0,0.000000,40,true,0
C2_infTaskShared,2,0,0,0,0.000000,65,true,0
C2_infTaskDeep,2,1,1,1,0.000001,80,true,1
C3_multiclassMultiEntry_2refs,2,1,1,1,0.035019,65,true,1
C3_multiclassMultiEntry_3refs,2,1,1,1,0.298966,90,true,1
C3_multiclassMultiEntry_asymmetric,2,1,1,1,0.062914,65,true,1
C4_nearSaturation,3,0,0,0,0.463438,40,true,0
C4_predicateThreshold,2,0,0,0,0.000000,40,true,0
C4_lowDemand,3,0,0,0,0.000002,40,true,0
C5_satFanout_tasks5,6,2,2,2,0.000000,0,true,2
C5_satFanout_tasks10,5,5,5,5,0.000000,0,true,5
C5_satFanout_tasks20,3,11,11,11,0.000000,0,true,11
C5_satFanoutCaller_w2,30,7,7,7,0.000000,0,true,7
C5_satFanoutCaller_w3,7,4,4,4,0.000000,0,true,4
C5_satFanoutCaller_w4,6,4,4,4,0.000000,0,true,4
C6_andForkPsHost,3,0,0,0,0.000000,0,true,0
C7_deepChainMultiCall,5,5,5,5,0.000000,0,true,5
C7_deepChainAllExp,3,4,4,4,0.000000,0,true,4
