fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
A1_chain_d3_N50,7,16,16,16,0.002145,60,true,16
A1_chain_d5_N20,6,11,11,11,0.006103,100,true,11
A1_chain_d5_N50,7,25,25,25,0.002145,100,true,25
A1_chain_d5_N100,7,66,66,66,0.002273,100,true,66
A1_chain_d8_N50,7,35,35,35,0.002160,160,true,35
A2_multiclassA_2refs_loadLow_N20,2,13,13,13,0.002362,65,true,13
A2_multiclassA_2refs_loadHigh_N20,2,10,10,10,0.000827,65,true,10
A2_multiclassA_2refs_loadLow_N50,2,2,2,2,0.008834,65,true,2
A2_multiclassA_2refs_loadHigh_N50,2,2,2,2,0.002792,65,true,2
A2_multiclassB_2refs_demands_3to1_N20,2,11,11,11,0.027154,65,true,11
A2_multiclassB_2refs_demands_5to1_N20,2,11,11,11,0.035557,65,true,11
A2_multiclassB_2refs_demands_3to1_N50,2,2,2,2,0.009364,65,true,2
A2_multiclassB_2refs_demands_5to1_N50,2,2,2,2,0.009912,65,true,2
A2_multiclassC_2refs_think_2to1_N20,2,12,12,12,0.014538,65,true,12
A2_multiclassC_2refs_think_4to1_N20,2,11,11,11,0.040825,65,true,11
A2_multiclassC_2refs_think_2to1_N50,2,3,3,3,0.008283,65,true,3
A2_multiclassC_2refs_think_4to1_N50,2,2,2,2,0.016165,65,true,2
A3_multiserver_c2_loadLow,4,1,1,1,0.551108,40,true,1
A3_multiserver_c2_loadMedium,5,3,3,3,0.098794,40,true,3
A3_multiserver_c2_loadHigh,5,2,2,2,0.059048,40,true,2
A3_multiserver_c4_loadLow,5,2,2,2,0.056692,40,true,2
A3_multiserver_c4_loadMedium,5,2,2,2,0.048826,40,true,2
A3_multiserver_c4_loadHigh,6,3,3,3,0.009237,40,true,3
A3_multiserver_c8_loadLow,5,4,4,4,0.032010,40,true,4
A3_multiserver_c8_loadMedium,6,2,2,2,0.013779,40,true,2
A3_multiserver_c8_loadHigh,6,2,2,2,0.011605,40,true,2
A4_threeTier_multiclass,7,9,9,9,0.007120,85,true,9
A4_multiclass_multiserver,2,3,3,3,0.111505,65,true,3
A4_multiclass_multientry,2,2,2,2,0.057472,90,true,2
A4_chainPlusFanout,11,14,14,14,0.892897,105,true,14
A4_webApplication,2,3,3,3,0.358173,85,true,3
A4_databaseBackend,6,8,8,8,0.035562,80,true,8
A4_threeTier_sequence,2,2,2,2,0.000000,0,true,2
A4_parallelService_andFork,2,1,1,1,0.000000,0,true,1
A4_retryLoop,6,2,2,2,0.000000,0,true,2
A4_replyThenLog,3,1,1,1,0.000000,0,true,1
A5_orForkUneven,6,1,1,1,0.000000,0,true,1
A5_orForkThreeWay,6,1,1,1,0.000000,0,true,1
A5_andForkThreeWay,2,1,1,1,0.000000,0,true,1
A5_andForkMultiAct,2,1,1,1,0.000000,0,true,1
A5_seqMultiEntry,4,1,1,1,0.000000,0,true,1
A5_replyAtBound,3,2,2,2,0.000000,0,true,2
A5_combinedDag,2,1,1,1,0.000000,0,true,1
A5_multiclassAndFork,2,1,1,1,0.000000,0,true,1
B_scaleAxis_tasks5_chain,7,5,5,5,0.002275,100,true,5
B_scaleAxis_tasks10_chain,7,13,13,13,0.005332,200,true,13
B_scaleAxis_tasks20_chain,7,27,27,27,0.091496,400,true,27
B_scaleAxis_tasks40_chain,7,91,91,91,0.045859,800,true,91
B_scaleAxis_tasks60_chain,7,180,180,180,0.064753,1200,true,180
B_scaleAxis_tasks5_fanout,9,6,6,6,2.407798,100,false,6
B_scaleAxis_tasks10_fanout,9,13,13,13,2.415322,200,false,13
B_scaleAxis_tasks20_fanout,9,22,22,22,1.105590,400,false,22
B_scaleAxis_tasks40_fanout,9,116,116,116,0.000000,0,true,116
B_scaleAxis_tasks60_fanout,8,230,230,230,0.000000,0,true,230
C1_fanOut2_caller_c1,8,1,1,1,0.388316,60,true,1
C1_fanOut2_caller_c2,8,2,2,2,0.388316,60,true,2
C1_fanOut3_caller_c1,9,1,1,1,0.347071,80,true,1
C1_fanOut3_caller_c2,9,2,2,2,0.347071,80,true,2
C1_fanOut4_caller_c1,9,2,2,2,0.308069,100,true,2
C1_fanOut4_caller_c2,9,2,2,2,0.308069,100,true,2
C2_infTaskSimple,2,0,0,0,0.000000,40,true,0
C2_infTaskShared,2,0,0,0,0.000000,65,true,0
C2_infTaskDeep,2,0,0,0,0.000001,80,true,0
C3_multiclassMultiEntry_2refs,2,1,1,1,0.035019,65,true,1
C3_multiclassMultiEntry_3refs,2,1,1,1,0.298966,90,true,1
C3_multiclassMultiEntry_asymmetric,2,1,1,1,0.062914,65,true,1
C4_nearSaturation,3,0,0,0,0.463438,40,true,0
C4_predicateThreshold,2,0,0,0,0.000000,40,true,0
C4_lowDemand,3,0,0,0,0.000002,40,true,0
C5_satFanout_tasks5,30,9,9,9,0.000000,0,true,9
C5_satFanout_tasks10,13,13,13,13,0.000000,0,true,13
C5_satFanout_tasks20,9,34,34,34,0.000000,0,true,34
C5_satFanoutCaller_w2,22,8,8,8,0.000000,0,true,8
C5_satFanoutCaller_w3,23,18,18,18,0.000000,0,true,18
C5_satFanoutCaller_w4,23,16,16,16,0.000000,0,true,16
C6_andForkPsHost,3,0,0,0,0.000000,0,true,0
C7_deepChainMultiCall,5,6,6,6,0.000000,0,true,6
C7_deepChainAllExp,3,4,4,4,0.000000,0,true,4
