fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
A1_chain_d3_N50,5,16,16,16,0.000354,60,true,16
A1_chain_d5_N20,4,14,14,14,0.001905,100,true,14
A1_chain_d5_N50,5,30,30,30,0.000354,100,true,30
A1_chain_d5_N100,5,54,54,54,0.000350,100,true,54
A1_chain_d8_N50,5,31,31,31,0.000400,160,true,31
A2_multiclassA_2refs_loadLow_N20,2,10,10,10,0.002362,65,true,10
A2_multiclassA_2refs_loadHigh_N20,2,10,10,10,0.000827,65,true,10
A2_multiclassA_2refs_loadLow_N50,2,3,3,3,0.008834,65,true,3
A2_multiclassA_2refs_loadHigh_N50,2,2,2,2,0.002792,65,true,2
A2_multiclassB_2refs_demands_3to1_N20,2,9,9,9,0.027154,65,true,9
A2_multiclassB_2refs_demands_5to1_N20,2,13,13,13,0.035557,65,true,13
A2_multiclassB_2refs_demands_3to1_N50,2,2,2,2,0.009364,65,true,2
A2_multiclassB_2refs_demands_5to1_N50,2,2,2,2,0.009912,65,true,2
A2_multiclassC_2refs_think_2to1_N20,2,12,12,12,0.014538,65,true,12
A2_multiclassC_2refs_think_4to1_N20,2,9,9,9,0.040825,65,true,9
A2_multiclassC_2refs_think_2to1_N50,2,2,2,2,0.008283,65,true,2
A2_multiclassC_2refs_think_4to1_N50,2,3,3,3,0.016165,65,true,3
A3_multiserver_c2_loadLow,4,1,1,1,0.036386,40,true,1
A3_multiserver_c2_loadMedium,4,1,1,1,0.027184,40,true,1
A3_multiserver_c2_loadHigh,4,1,1,1,0.017801,40,true,1
A3_multiserver_c4_loadLow,4,1,1,1,0.014844,40,true,1
A3_multiserver_c4_loadMedium,4,1,1,1,0.013128,40,true,1
A3_multiserver_c4_loadHigh,5,2,2,2,0.000948,40,true,2
A3_multiserver_c8_loadLow,4,2,2,2,0.010586,40,true,2
A3_multiserver_c8_loadMedium,5,1,1,1,0.001305,40,true,1
A3_multiserver_c8_loadHigh,5,1,1,1,0.001134,40,true,1
A4_threeTier_multiclass,6,5,5,5,0.012657,85,true,5
A4_multiclass_multiserver,2,3,3,3,0.111505,65,true,3
A4_multiclass_multientry,2,2,2,2,0.057472,90,true,2
A4_chainPlusFanout,9,9,9,9,0.892897,105,true,9
A4_webApplication,2,2,2,2,0.358173,85,true,2
A4_databaseBackend,5,3,3,3,0.003363,80,true,3
A4_threeTier_sequence,2,2,2,2,0.000000,0,true,2
A4_parallelService_andFork,2,1,1,1,0.000000,0,true,1
A4_retryLoop,5,3,3,3,0.000000,0,true,3
A4_replyThenLog,3,1,1,1,0.000000,0,true,1
A5_orForkUneven,5,2,2,2,0.000000,0,true,2
A5_orForkThreeWay,5,1,1,1,0.000000,0,true,1
A5_andForkThreeWay,2,1,1,1,0.000000,0,true,1
A5_andForkMultiAct,2,1,1,1,0.000000,0,true,1
A5_seqMultiEntry,4,1,1,1,0.000000,0,true,1
A5_replyAtBound,3,2,2,2,0.000000,0,true,2
A5_combinedDag,2,1,1,1,0.000000,0,true,1
A5_multiclassAndFork,2,1,1,1,0.000000,0,true,1
B_scaleAxis_tasks5_chain,5,4,4,4,0.000669,100,true,4
B_scaleAxis_tasks10_chain,5,8,8,8,0.003860,200,true,8
B_scaleAxis_tasks20_chain,5,22,22,22,0.090018,400,true,22
B_scaleAxis_tasks40_chain,5,66,66,66,0.044385,800,true,66
B_scaleAxis_tasks60_chain,5,128,128,128,0.063277,1200,true,128
B_scaleAxis_tasks5_fanout,9,6,6,6,2.408655,100,false,6
B_scaleAxis_tasks10_fanout,9,14,14,14,2.416755,200,false,14
B_scaleAxis_tasks20_fanout,9,25,25,25,1.107278,400,false,25
B_scaleAxis_tasks40_fanout,8,123,123,123,0.000000,0,true,123
B_scaleAxis_tasks60_fanout,8,278,278,278,0.000000,0,true,278
C1_fanOut2_caller_c1,8,1,1,1,0.390116,60,true,1
C1_fanOut2_caller_c2,8,1,1,1,0.390116,60,true,1
C1_fanOut3_caller_c1,8,1,1,1,0.346833,80,true,1
C1_fanOut3_caller_c2,8,2,2,2,0.346833,80,true,2
C1_fanOut4_caller_c1,8,2,2,2,0.307685,100,true,2
C1_fanOut4_caller_c2,8,2,2,2,0.307685,100,true,2
C2_infTaskSimple,2,0,0,0,0.000000,40,true,0
C2_infTaskShared,2,0,0,0,0.000000,65,true,0
C2_infTaskDeep,2,1,1,1,0.000001,80,true,1
C3_multiclassMultiEntry_2refs,2,1,1,1,0.035019,65,true,1
C3_multiclassMultiEntry_3refs,2,1,1,1,0.298966,90,true,1
C3_multiclassMultiEntry_asymmetric,2,1,1,1,0.062914,65,true,1
C4_nearSaturation,3,0,0,0,0.463438,40,true,0
C4_predicateThreshold,2,0,0,0,0.000000,40,true,0
C4_lowDemand,3,1,1,1,0.000002,40,true,1
C5_satFanout_tasks5,44,12,12,12,0.000000,0,true,12
C5_satFanout_tasks10,13,9,9,9,0.000000,0,true,9
C5_satFanout_tasks20,9,21,21,21,0.000000,0,true,21
C5_satFanoutCaller_w2,22,5,5,5,0.000000,0,true,5
C5_satFanoutCaller_w3,26,10,10,10,0.000000,0,true,10
C5_satFanoutCaller_w4,30,15,15,15,0.000000,0,true,15
C6_andForkPsHost,3,0,0,0,0.000000,0,true,0
C7_deepChainMultiCall,5,5,5,5,0.000000,0,true,5
C7_deepChainAllExp,3,3,3,3,0.000000,0,true,3
