fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
A1_chain_d3_N50,3,15,15,15,0.000131,60,true,15
A1_chain_d5_N20,3,12,12,12,0.000103,100,true,12
A1_chain_d5_N50,3,18,18,18,0.000130,100,true,18
A1_chain_d5_N100,3,37,37,37,0.000142,100,true,37
A1_chain_d8_N50,3,29,29,29,0.000188,160,true,29
A2_multiclassA_2refs_loadLow_N20,2,11,11,11,0.002362,65,true,11
A2_multiclassA_2refs_loadHigh_N20,2,13,13,13,0.000827,65,true,13
A2_multiclassA_2refs_loadLow_N50,2,2,2,2,0.008834,65,true,2
A2_multiclassA_2refs_loadHigh_N50,2,2,2,2,0.002792,65,true,2
A2_multiclassB_2refs_demands_3to1_N20,2,13,13,13,0.027154,65,true,13
A2_multiclassB_2refs_demands_5to1_N20,2,11,11,11,0.035557,65,true,11
A2_multiclassB_2refs_demands_3to1_N50,2,2,2,2,0.009364,65,true,2
A2_multiclassB_2refs_demands_5to1_N50,2,2,2,2,0.009912,65,true,2
A2_multiclassC_2refs_think_2to1_N20,2,8,8,8,0.014538,65,true,8
A2_multiclassC_2refs_think_4to1_N20,2,8,8,8,0.040825,65,true,8
A2_multiclassC_2refs_think_2to1_N50,2,2,2,2,0.008283,65,true,2
A2_multiclassC_2refs_think_4to1_N50,2,2,2,2,0.016165,65,true,2
A3_multiserver_c2_loadLow,3,1,1,1,0.006455,40,true,1
A3_multiserver_c2_loadMedium,3,1,1,1,0.004929,40,true,1
A3_multiserver_c2_loadHigh,4,1,1,1,0.000034,40,true,1
A3_multiserver_c4_loadLow,3,1,1,1,0.002621,40,true,1
A3_multiserver_c4_loadMedium,4,1,1,1,0.000024,40,true,1
A3_multiserver_c4_loadHigh,4,1,1,1,0.000020,40,true,1
A3_multiserver_c8_loadLow,3,1,1,1,0.002646,40,true,1
A3_multiserver_c8_loadMedium,4,1,1,1,0.000026,40,true,1
A3_multiserver_c8_loadHigh,4,1,1,1,0.000023,40,true,1
A4_threeTier_multiclass,5,5,5,5,0.015523,85,true,5
A4_multiclass_multiserver,2,2,2,2,0.111505,65,true,2
A4_multiclass_multientry,2,2,2,2,0.057472,90,true,2
A4_chainPlusFanout,9,9,9,9,0.892897,105,true,9
A4_webApplication,2,2,2,2,0.358173,85,true,2
A4_databaseBackend,4,3,3,3,0.000066,80,true,3
A4_threeTier_sequence,2,1,1,1,0.000000,0,true,1
A4_parallelService_andFork,2,1,1,1,0.000000,0,true,1
A4_retryLoop,4,4,4,4,0.000000,0,true,4
A4_replyThenLog,3,1,1,1,0.000000,0,true,1
A5_orForkUneven,4,1,1,1,0.000000,0,true,1
A5_orForkThreeWay,4,1,1,1,0.000000,0,true,1
A5_andForkThreeWay,2,1,1,1,0.000000,0,true,1
A5_andForkMultiAct,2,1,1,1,0.000000,0,true,1
A5_seqMultiEntry,4,1,1,1,0.000000,0,true,1
A5_replyAtBound,3,2,2,2,0.000000,0,true,2
A5_combinedDag,2,1,1,1,0.000000,0,true,1
A5_multiclassAndFork,2,1,1,1,0.000000,0,true,1
B_scaleAxis_tasks5_chain,3,3,3,3,0.000425,100,true,3
B_scaleAxis_tasks10_chain,3,6,6,6,0.003636,200,true,6
B_scaleAxis_tasks20_chain,3,18,18,18,0.089793,400,true,18
B_scaleAxis_tasks40_chain,3,59,59,59,0.044160,800,true,59
B_scaleAxis_tasks60_chain,3,133,133,133,0.063052,1200,true,133
B_scaleAxis_tasks5_fanout,7,4,4,4,2.409111,100,false,4
B_scaleAxis_tasks10_fanout,7,14,14,14,2.417348,200,false,14
B_scaleAxis_tasks20_fanout,7,18,18,18,1.109156,400,false,18
B_scaleAxis_tasks40_fanout,6,80,80,80,0.000000,0,true,80
B_scaleAxis_tasks60_fanout,6,247,247,247,0.000000,0,true,247
C1_fanOut2_caller_c1,7,1,1,1,0.390343,60,true,1
C1_fanOut2_caller_c2,7,1,1,1,0.390343,60,true,1
C1_fanOut3_caller_c1,7,1,1,1,0.346666,80,true,1
C1_fanOut3_caller_c2,7,2,2,2,0.346666,80,true,2
C1_fanOut4_caller_c1,7,2,2,2,0.307376,100,true,2
C1_fanOut4_caller_c2,7,2,2,2,0.307376,100,true,2
C2_infTaskSimple,2,0,0,0,0.000000,40,true,0
C2_infTaskShared,2,0,0,0,0.000000,65,true,0
C2_infTaskDeep,2,0,0,0,0.000001,80,true,0
C3_multiclassMultiEntry_2refs,2,1,1,1,0.035019,65,true,1
C3_multiclassMultiEntry_3refs,2,1,1,1,0.298966,90,true,1
C3_multiclassMultiEntry_asymmetric,2,2,2,2,0.062914,65,true,2
C4_nearSaturation,3,1,1,1,0.463438,40,true,1
C4_predicateThreshold,2,0,0,0,0.000000,40,true,0
C4_lowDemand,3,0,0,0,0.000002,40,true,0
C5_satFanout_tasks5,100,42,42,42,0.000000,0,true,42
C5_satFanout_tasks10,14,11,11,11,0.000000,0,true,11
C5_satFanout_tasks20,7,20,20,20,0.000000,0,true,20
C5_satFanoutCaller_w2,25,7,7,7,0.000000,0,true,7
C5_satFanoutCaller_w3,38,14,14,14,0.000000,0,true,14
C5_satFanoutCaller_w4,50,23,23,23,0.000000,0,true,23
C6_andForkPsHost,3,0,0,0,0.000000,0,true,0
C7_deepChainMultiCall,5,4,4,4,0.000000,0,true,4
C7_deepChainAllExp,3,4,4,4,0.000000,0,true,4
