fixture_name,partition,condition,solver,node_name,node_type,server_count,qlen,util,respt,residt,tput
A1_chain_d3_N50,A1,baseline,LN,P1,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d3_N50,A1,baseline,LN,P2,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d3_N50,A1,baseline,LN,P3,Processor,1,NaN,0.9999979704154855,NaN,NaN,NaN
A1_chain_d3_N50,A1,baseline,LN,T1,RefTask,1,47.50000494682127,0.0,NaN,0.0,4.999989882775424
A1_chain_d3_N50,A1,baseline,LN,T2,Task,1,47.5000048020056,0.0,NaN,0.0,4.999989849608722
A1_chain_d3_N50,A1,baseline,LN,T3,Task,1,47.500004995727075,0.9999979704154855,NaN,9.500020280239461,4.999989852077428
A1_chain_d3_N50,A1,baseline,LN,E1,Entry,1,47.50000494682127,NaN,9.500020212131847,NaN,4.999989882775424
A1_chain_d3_N50,A1,baseline,LN,E2,Entry,1,47.5000048020056,NaN,9.500020246185649,NaN,4.999989849608722
A1_chain_d3_N50,A1,baseline,LN,E3,Entry,1,47.500004995727075,NaN,9.500020280239461,NaN,4.999989852077428
A1_chain_d3_N50,A1,baseline,LN,AS1,Activity,1,47.50000500266082,0.0,9.500020223299776,0.0,4.999989882775425
A1_chain_d3_N50,A1,baseline,LN,AS2,Activity,1,47.500004857835926,0.0,9.500020257351734,0.0,4.999989849608724
A1_chain_d3_N50,A1,baseline,LN,AS3,Activity,1,47.500004995727245,0.9999979704154855,9.500020280239497,9.500020280239461,4.9999898520774275
A1_chain_d5_N20,A1,baseline,LN,P1,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d5_N20,A1,baseline,LN,P2,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d5_N20,A1,baseline,LN,P3,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d5_N20,A1,baseline,LN,P4,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d5_N20,A1,baseline,LN,P5,Processor,1,NaN,0.9999999995870154,NaN,NaN,NaN
A1_chain_d5_N20,A1,baseline,LN,T1,RefTask,1,17.49999968501972,0.0,NaN,0.0,5.00000009327198
A1_chain_d5_N20,A1,baseline,LN,T2,Task,1,17.499999619500155,0.0,NaN,0.0,5.000000074593261
A1_chain_d5_N20,A1,baseline,LN,T3,Task,1,17.499999524755577,0.0,NaN,0.0,5.000000047545326
A1_chain_d5_N20,A1,baseline,LN,T4,Task,1,17.499999413735054,0.0,NaN,0.0,5.000000015836509
A1_chain_d5_N20,A1,baseline,LN,T5,Task,1,17.499999351059362,0.9999999995870154,NaN,3.4999998716573186,4.9999999979350775
A1_chain_d5_N20,A1,baseline,LN,E1,Entry,1,17.49999968501972,NaN,3.4999998717135603,NaN,5.00000009327198
A1_chain_d5_N20,A1,baseline,LN,E2,Entry,1,17.499999619500155,NaN,3.49999987168475,NaN,5.000000074593261
A1_chain_d5_N20,A1,baseline,LN,E3,Entry,1,17.499999524755577,NaN,3.4999998716693885,NaN,5.000000047545326
A1_chain_d5_N20,A1,baseline,LN,E4,Entry,1,17.499999413735054,NaN,3.499999871661455,NaN,5.000000015836509
A1_chain_d5_N20,A1,baseline,LN,E5,Entry,1,17.499999351059362,NaN,3.499999871657318,NaN,4.9999999979350775
A1_chain_d5_N20,A1,baseline,LN,AS1,Activity,1,17.499999742793754,0.0,3.4999998832683654,0.0,5.000000093271982
A1_chain_d5_N20,A1,baseline,LN,AS2,Activity,1,17.499999679087317,0.0,3.49999988360218,0.0,5.000000074593264
A1_chain_d5_N20,A1,baseline,LN,AS3,Activity,1,17.499999574917176,0.0,3.4999998817017066,0.0,5.000000047545328
A1_chain_d5_N20,A1,baseline,LN,AS4,Activity,1,17.49999946150795,0.0,3.499999881216033,0.0,5.000000015836511
A1_chain_d5_N20,A1,baseline,LN,AS5,Activity,1,17.49999935123793,0.9999999995870154,3.499999871693032,3.4999998716573186,4.999999997935077
A1_chain_d5_N50,A1,baseline,LN,P1,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d5_N50,A1,baseline,LN,P2,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d5_N50,A1,baseline,LN,P3,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d5_N50,A1,baseline,LN,P4,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d5_N50,A1,baseline,LN,P5,Processor,1,NaN,0.9999979704148649,NaN,NaN,NaN
A1_chain_d5_N50,A1,baseline,LN,T1,RefTask,1,47.5000047541264,0.0,NaN,0.0,4.9999899323190276
A1_chain_d5_N50,A1,baseline,LN,T2,Task,1,47.50000468049747,0.0,NaN,0.0,4.999989906660799
A1_chain_d5_N50,A1,baseline,LN,T3,Task,1,47.50000457514106,0.0,NaN,0.0,4.999989877655769
A1_chain_d5_N50,A1,baseline,LN,T4,Task,1,47.50000445211477,0.0,NaN,0.0,4.999989846786846
A1_chain_d5_N50,A1,baseline,LN,T5,Task,1,47.50000467259403,0.9999979704148649,NaN,9.500020215618616,4.999989852074326
A1_chain_d5_N50,A1,baseline,LN,E1,Entry,1,47.5000047541264,NaN,9.500020079459558,NaN,4.9999899323190276
A1_chain_d5_N50,A1,baseline,LN,E2,Entry,1,47.50000468049747,NaN,9.500020113484577,NaN,4.999989906660799
A1_chain_d5_N50,A1,baseline,LN,E3,Entry,1,47.50000457514106,NaN,9.50002014752304,NaN,4.999989877655769
A1_chain_d5_N50,A1,baseline,LN,E4,Entry,1,47.50000445211477,NaN,9.500020181568928,NaN,4.999989846786846
A1_chain_d5_N50,A1,baseline,LN,E5,Entry,1,47.50000467259403,NaN,9.500020215618616,NaN,4.999989852074326
A1_chain_d5_N50,A1,baseline,LN,AS1,Activity,1,47.5000048277192,0.0,9.500020094178147,0.0,4.999989932319028
A1_chain_d5_N50,A1,baseline,LN,AS2,Activity,1,47.50000474590424,0.0,9.500020126565955,0.0,4.999989906660801
A1_chain_d5_N50,A1,baseline,LN,AS3,Activity,1,47.50000463612274,0.0,9.500020159719398,0.0,4.99998987765577
A1_chain_d5_N50,A1,baseline,LN,AS4,Activity,1,47.50000451070803,0.0,9.5000201932876,0.0,4.999989846786848
A1_chain_d5_N50,A1,baseline,LN,AS5,Activity,1,47.500004672772555,0.9999979704148649,9.500020215654322,9.500020215618616,4.999989852074325
A1_chain_d5_N100,A1,baseline,LN,P1,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d5_N100,A1,baseline,LN,P2,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d5_N100,A1,baseline,LN,P3,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d5_N100,A1,baseline,LN,P4,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d5_N100,A1,baseline,LN,P5,Processor,1,NaN,1.000000156141607,NaN,NaN,NaN
A1_chain_d5_N100,A1,baseline,LN,T1,RefTask,1,97.49999930724907,0.0,NaN,0.0,5.000000825884317
A1_chain_d5_N100,A1,baseline,LN,T2,Task,1,97.49999922743241,0.0,NaN,0.0,5.000000812515762
A1_chain_d5_N100,A1,baseline,LN,T3,Task,1,97.49999911505768,0.0,NaN,0.0,5.0000007974741125
A1_chain_d5_N100,A1,baseline,LN,T4,Task,1,97.49999898454993,0.0,NaN,0.0,5.000000781500664
A1_chain_d5_N100,A1,baseline,LN,T5,Task,1,97.49999915008713,1.000000156141607,NaN,19.49999678525659,5.000000780708035
A1_chain_d5_N100,A1,baseline,LN,E1,Entry,1,97.49999930724907,NaN,19.499996640501532,NaN,5.000000825884317
A1_chain_d5_N100,A1,baseline,LN,E2,Entry,1,97.49999922743241,NaN,19.49999667667555,NaN,5.000000812515762
A1_chain_d5_N100,A1,baseline,LN,E3,Entry,1,97.49999911505768,NaN,19.49999671286302,NaN,5.0000007974741125
A1_chain_d5_N100,A1,baseline,LN,E4,Entry,1,97.49999898454993,NaN,19.499996749057903,NaN,5.000000781500664
A1_chain_d5_N100,A1,baseline,LN,E5,Entry,1,97.49999915008713,NaN,19.49999678525659,NaN,5.000000780708035
A1_chain_d5_N100,A1,baseline,LN,AS1,Activity,1,97.49999938084353,0.0,19.499996655220418,0.0,5.000000825884318
A1_chain_d5_N100,A1,baseline,LN,AS2,Activity,1,97.49999929284014,0.0,19.49999668975709,0.0,5.000000812515763
A1_chain_d5_N100,A1,baseline,LN,AS3,Activity,1,97.49999917603989,0.0,19.499996725059457,0.0,5.000000797474113
A1_chain_d5_N100,A1,baseline,LN,AS4,Activity,1,97.49999904314355,0.0,19.49999676077662,0.0,5.000000781500665
A1_chain_d5_N100,A1,baseline,LN,AS5,Activity,1,97.49999915026565,1.000000156141607,19.499996785292304,19.49999678525659,5.000000780708033
A1_chain_d8_N50,A1,baseline,LN,P1,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d8_N50,A1,baseline,LN,P2,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d8_N50,A1,baseline,LN,P3,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d8_N50,A1,baseline,LN,P4,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d8_N50,A1,baseline,LN,P5,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d8_N50,A1,baseline,LN,P6,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d8_N50,A1,baseline,LN,P7,Processor,1,NaN,0.0,NaN,NaN,NaN
A1_chain_d8_N50,A1,baseline,LN,P8,Processor,1,NaN,0.9999979704143631,NaN,NaN,NaN
A1_chain_d8_N50,A1,baseline,LN,T1,RefTask,1,47.499852246830194,0.0,NaN,0.0,4.999973859710776
A1_chain_d8_N50,A1,baseline,LN,T2,Task,1,47.49991157875652,0.0,NaN,0.0,4.999980140030745
A1_chain_d8_N50,A1,baseline,LN,T3,Task,1,47.49994803835214,0.0,NaN,0.0,4.999983990407447
A1_chain_d8_N50,A1,baseline,LN,T4,Task,1,47.49997028775172,0.0,NaN,0.0,4.999986332033339
A1_chain_d8_N50,A1,baseline,LN,T5,Task,1,47.49998376687098,0.0,NaN,0.0,4.99998774299908
A1_chain_d8_N50,A1,baseline,LN,T6,Task,1,47.49999186871386,0.0,NaN,0.0,4.999988583635201
A1_chain_d8_N50,A1,baseline,LN,T7,Task,1,47.499996713824125,0.0,NaN,0.0,4.999989078790438
A1_chain_d8_N50,A1,baseline,LN,T8,Task,1,47.50000421437115,0.9999979704143631,NaN,9.500020123978624,4.999989852071816
A1_chain_d8_N50,A1,baseline,LN,E1,Entry,1,47.499852246830194,NaN,9.500020116020732,NaN,4.999973859710776
A1_chain_d8_N50,A1,baseline,LN,E2,Entry,1,47.49991157875652,NaN,9.500020049772525,NaN,4.999980140030745
A1_chain_d8_N50,A1,baseline,LN,E3,Entry,1,47.49994803835214,NaN,9.5000200259604,NaN,4.999983990407447
A1_chain_d8_N50,A1,baseline,LN,E4,Entry,1,47.49997028775172,NaN,9.500020026741744,NaN,4.999986332033339
A1_chain_d8_N50,A1,baseline,LN,E5,Entry,1,47.49998376687098,NaN,9.500020041725074,NaN,4.99998774299908
A1_chain_d8_N50,A1,baseline,LN,E6,Entry,1,47.49999186871386,NaN,9.500020064881705,NaN,4.999988583635201
A1_chain_d8_N50,A1,baseline,LN,E7,Entry,1,47.499996713824125,NaN,9.50002009310688,NaN,4.999989078790438
A1_chain_d8_N50,A1,baseline,LN,E8,Entry,1,47.50000421437115,NaN,9.500020123978624,NaN,4.999989852071816
A1_chain_d8_N50,A1,baseline,LN,AS1,Activity,1,47.499886743773516,0.0,9.500027015445465,0.0,4.999973859710777
A1_chain_d8_N50,A1,baseline,LN,AS2,Activity,1,47.49993204126442,0.0,9.500024142290359,0.0,4.999980140030747
A1_chain_d8_N50,A1,baseline,LN,AS3,Activity,1,47.499960129692994,0.0,9.500022444236311,0.0,4.999983990407449
A1_chain_d8_N50,A1,baseline,LN,AS4,Activity,1,47.499977410958266,0.0,9.500021451386946,0.0,4.99998633203334
A1_chain_d8_N50,A1,baseline,LN,AS5,Activity,1,47.49998795555328,0.0,9.500020879463586,0.0,4.999987742999081
A1_chain_d8_N50,A1,baseline,LN,AS6,Activity,1,47.49999433183585,0.0,9.500020557507222,0.0,4.999988583635203
A1_chain_d8_N50,A1,baseline,LN,AS7,Activity,1,47.49999816488342,0.0,9.500020383319372,0.0,4.999989078790439
A1_chain_d8_N50,A1,baseline,LN,AS8,Activity,1,47.50000441166108,0.9999979704143631,9.500020163436691,9.500020123978624,4.999989852071815
A2_multiclassA_2refs_loadLow_N20,A2,baseline,LN,PR,Processor,1,NaN,0.0,NaN,NaN,NaN
A2_multiclassA_2refs_loadLow_N20,A2,baseline,LN,PS,Processor,1,NaN,1.0001063900185159,NaN,NaN,NaN
A2_multiclassA_2refs_loadLow_N20,A2,baseline,LN,R1,RefTask,1,17.999787156292438,0.0,NaN,0.0,1.0001064030021525
A2_multiclassA_2refs_loadLow_N20,A2,baseline,LN,R2,RefTask,1,17.999787156292435,0.0,NaN,0.0,1.0001064030021525
A2_multiclassA_2refs_loadLow_N20,A2,baseline,LN,TS,Task,1,35.99957432316795,1.0001063900185159,NaN,17.99787236760954,2.0002127800370317
A2_multiclassA_2refs_loadLow_N20,A2,baseline,LN,ER1,Entry,1,17.999787156292438,NaN,17.99787212866559,NaN,1.0001064030021525
A2_multiclassA_2refs_loadLow_N20,A2,baseline,LN,ER2,Entry,1,17.999787156292435,NaN,17.997872128665588,NaN,1.0001064030021525
A2_multiclassA_2refs_loadLow_N20,A2,baseline,LN,ES1,Entry,1,17.999787161583978,NaN,17.997872367609546,NaN,1.0001063900185156
A2_multiclassA_2refs_loadLow_N20,A2,baseline,LN,ES2,Entry,1,17.999787161583974,NaN,17.99787236760954,NaN,1.0001063900185159
A2_multiclassA_2refs_loadLow_N20,A2,baseline,LN,A1,Activity,1,17.99978717560692,0.0,17.997872147978008,0.0,1.000106403002153
A2_multiclassA_2refs_loadLow_N20,A2,baseline,LN,A2,Activity,1,17.99978717560692,0.0,17.997872147978004,0.0,1.0001064030021531
A2_multiclassA_2refs_loadLow_N20,A2,baseline,LN,AS1,Activity,1,17.999787161583974,0.5000531950092578,17.997872367609542,8.99893618380477,1.0001063900185156
A2_multiclassA_2refs_loadLow_N20,A2,baseline,LN,AS2,Activity,1,17.999787161583978,0.5000531950092579,17.997872367609542,8.998936183804771,1.0001063900185159
A2_multiclassA_2refs_loadHigh_N20,A2,baseline,LN,PR,Processor,1,NaN,0.0,NaN,NaN,NaN
A2_multiclassA_2refs_loadHigh_N20,A2,baseline,LN,PS,Processor,1,NaN,1.0000399935822575,NaN,NaN,NaN
A2_multiclassA_2refs_loadHigh_N20,A2,baseline,LN,R1,RefTask,1,19.333306637752056,0.0,NaN,0.0,0.33334666894254317
A2_multiclassA_2refs_loadHigh_N20,A2,baseline,LN,R2,RefTask,1,19.333306637752056,0.0,NaN,0.0,0.33334666894254317
A2_multiclassA_2refs_loadHigh_N20,A2,baseline,LN,TS,Task,1,38.66661327844729,1.0000399935822575,NaN,57.997600385869156,0.6666933290548382
A2_multiclassA_2refs_loadHigh_N20,A2,baseline,LN,ER1,Entry,1,19.333306637752056,NaN,57.997599613285516,NaN,0.33334666894254317
A2_multiclassA_2refs_loadHigh_N20,A2,baseline,LN,ER2,Entry,1,19.333306637752056,NaN,57.997599613285516,NaN,0.33334666894254317
A2_multiclassA_2refs_loadHigh_N20,A2,baseline,LN,ES1,Entry,1,19.333306639223643,NaN,57.99760038586917,NaN,0.3333466645274191
A2_multiclassA_2refs_loadHigh_N20,A2,baseline,LN,ES2,Entry,1,19.333306639223643,NaN,57.997600385869156,NaN,0.3333466645274192
A2_multiclassA_2refs_loadHigh_N20,A2,baseline,LN,A1,Activity,1,19.333306650398825,0.0,57.99759965122428,0.0,0.33334666894254333
A2_multiclassA_2refs_loadHigh_N20,A2,baseline,LN,A2,Activity,1,19.333306650398825,0.0,57.99759965122426,0.0,0.3333466689425434
A2_multiclassA_2refs_loadHigh_N20,A2,baseline,LN,AS1,Activity,1,19.333306639223647,0.5000199967911287,57.99760038586918,28.998800192934578,0.3333466645274191
A2_multiclassA_2refs_loadHigh_N20,A2,baseline,LN,AS2,Activity,1,19.33330663922365,0.5000199967911287,57.99760038586918,28.998800192934578,0.3333466645274192
A2_multiclassA_2refs_loadLow_N50,A2,baseline,LN,PR,Processor,1,NaN,0.0,NaN,NaN,NaN
A2_multiclassA_2refs_loadLow_N50,A2,baseline,LN,PS,Processor,1,NaN,1.0000076303201215,NaN,NaN,NaN
A2_multiclassA_2refs_loadLow_N50,A2,baseline,LN,R1,RefTask,1,47.99998470025562,0.0,NaN,0.0,1.000007634166125
A2_multiclassA_2refs_loadLow_N50,A2,baseline,LN,R2,RefTask,1,47.99998470025563,0.0,NaN,0.0,1.000007634166125
A2_multiclassA_2refs_loadLow_N50,A2,baseline,LN,TS,Task,1,95.99996937555584,1.0000076303201215,NaN,47.999618435323534,2.0000152606402435
A2_multiclassA_2refs_loadLow_N50,A2,baseline,LN,ER1,Entry,1,47.99998470025562,NaN,47.999618263195856,NaN,1.000007634166125
A2_multiclassA_2refs_loadLow_N50,A2,baseline,LN,ER2,Entry,1,47.99998470025563,NaN,47.99961826319587,NaN,1.000007634166125
A2_multiclassA_2refs_loadLow_N50,A2,baseline,LN,ES1,Entry,1,47.99998468777789,NaN,47.99961843532352,NaN,1.0000076303201215
A2_multiclassA_2refs_loadLow_N50,A2,baseline,LN,ES2,Entry,1,47.999984687777946,NaN,47.99961843532356,NaN,1.0000076303201217
A2_multiclassA_2refs_loadLow_N50,A2,baseline,LN,A1,Activity,1,47.99998471607666,0.0,47.99961827901677,0.0,1.0000076341661253
A2_multiclassA_2refs_loadLow_N50,A2,baseline,LN,A2,Activity,1,47.99998471607666,0.0,47.99961827901677,0.0,1.0000076341661253
A2_multiclassA_2refs_loadLow_N50,A2,baseline,LN,AS1,Activity,1,47.999984687777925,0.5000038151600608,47.999618435323555,23.999809217661763,1.0000076303201215
A2_multiclassA_2refs_loadLow_N50,A2,baseline,LN,AS2,Activity,1,47.99998468777793,0.5000038151600608,47.99961843532356,23.99980921766177,1.0000076303201215
A2_multiclassA_2refs_loadHigh_N50,A2,baseline,LN,PR,Processor,1,NaN,0.0,NaN,NaN,NaN
A2_multiclassA_2refs_loadHigh_N50,A2,baseline,LN,PS,Processor,1,NaN,1.000002628334637,NaN,NaN,NaN
A2_multiclassA_2refs_loadHigh_N50,A2,baseline,LN,R1,RefTask,1,49.33333156058438,0.0,NaN,0.0,0.33333421067110025
A2_multiclassA_2refs_loadHigh_N50,A2,baseline,LN,R2,RefTask,1,49.33333156058435,0.0,NaN,0.0,0.33333421067110025
A2_multiclassA_2refs_loadHigh_N50,A2,baseline,LN,TS,Task,1,98.66666311238828,1.000002628334637,NaN,147.99960567609256,0.6666684188897579
A2_multiclassA_2refs_loadHigh_N50,A2,baseline,LN,ER1,Entry,1,49.33333156058438,NaN,147.99960514482387,NaN,0.33333421067110025
A2_multiclassA_2refs_loadHigh_N50,A2,baseline,LN,ER2,Entry,1,49.33333156058435,NaN,147.9996051448238,NaN,0.33333421067110025
A2_multiclassA_2refs_loadHigh_N50,A2,baseline,LN,ES1,Entry,1,49.33333155619415,NaN,147.9996056760926,NaN,0.33333420944487896
A2_multiclassA_2refs_loadHigh_N50,A2,baseline,LN,ES2,Entry,1,49.33333155619413,NaN,147.99960567609253,NaN,0.333334209444879
A2_multiclassA_2refs_loadHigh_N50,A2,baseline,LN,A1,Activity,1,49.333331569738554,0.0,147.99960517228627,0.0,0.3333342106711004
A2_multiclassA_2refs_loadHigh_N50,A2,baseline,LN,A2,Activity,1,49.333331569738554,0.0,147.99960517228627,0.0,0.3333342106711004
A2_multiclassA_2refs_loadHigh_N50,A2,baseline,LN,AS1,Activity,1,49.33333155619413,0.5000013141673185,147.99960567609256,73.99980283804629,0.33333420944487896
A2_multiclassA_2refs_loadHigh_N50,A2,baseline,LN,AS2,Activity,1,49.33333155619413,0.5000013141673185,147.99960567609256,73.99980283804626,0.33333420944487896
A2_multiclassB_2refs_demands_3to1_N20,A2,baseline,LN,PR,Processor,1,NaN,0.0,NaN,NaN,NaN
A2_multiclassB_2refs_demands_3to1_N20,A2,baseline,LN,PS,Processor,1,NaN,1.0000747114813902,NaN,NaN,NaN
A2_multiclassB_2refs_demands_3to1_N20,A2,baseline,LN,R1,RefTask,1,19.311256988850083,0.0,NaN,0.0,0.34445820275725697
A2_multiclassB_2refs_demands_3to1_N20,A2,baseline,LN,R2,RefTask,1,18.06639770213173,0.0,NaN,0.0,0.9667739371307618
A2_multiclassB_2refs_demands_3to1_N20,A2,baseline,LN,TS,Task,1,37.37750326628971,1.0000747114813902,NaN,28.505680501396668,1.3112325253577313
A2_multiclassB_2refs_demands_3to1_N20,A2,baseline,LN,ER1,Entry,1,19.311256988850083,NaN,56.0627003052063,NaN,0.34445820275725697
A2_multiclassB_2refs_demands_3to1_N20,A2,baseline,LN,ER2,Entry,1,18.06639770213173,NaN,18.68730321356206,NaN,0.9667739371307618
A2_multiclassB_2refs_demands_3to1_N20,A2,baseline,LN,ES1,Entry,1,19.31101874948243,NaN,56.06196862528771,NaN,0.34445844880252496
A2_multiclassB_2refs_demands_3to1_N20,A2,baseline,LN,ES2,Entry,1,18.066484516807282,NaN,18.6873903168582,NaN,0.966774076555206
A2_multiclassB_2refs_demands_3to1_N20,A2,baseline,LN,A1,Activity,1,19.310998156338538,0.0,56.06194888599352,0.0,0.344458202757257
A2_multiclassB_2refs_demands_3to1_N20,A2,baseline,LN,A2,Activity,1,18.06648188794863,0.0,18.687390292675037,0.0,0.9667739371307621
A2_multiclassB_2refs_demands_3to1_N20,A2,baseline,LN,AS1,Activity,1,19.311068758390068,0.5166876732037872,56.06211380653621,14.72746185220291,0.34445844880252474
A2_multiclassB_2refs_demands_3to1_N20,A2,baseline,LN,AS2,Activity,1,18.066466101682302,0.483387038277603,18.687371268845403,13.778218649193759,0.966774076555206
A2_multiclassB_2refs_demands_5to1_N20,A2,baseline,LN,PR,Processor,1,NaN,0.0,NaN,NaN,NaN
A2_multiclassB_2refs_demands_5to1_N20,A2,baseline,LN,PS,Processor,1,NaN,1.00006749756176,NaN,NaN,NaN
A2_multiclassB_2refs_demands_5to1_N20,A2,baseline,LN,R1,RefTask,1,19.584464423132715,0.0,NaN,0.0,0.20800095213220257
A2_multiclassB_2refs_demands_5to1_N20,A2,baseline,LN,R2,RefTask,1,18.079660619156837,0.0,NaN,0.0,0.9601269247059521
A2_multiclassB_2refs_demands_5to1_N20,A2,baseline,LN,TS,Task,1,37.66363305436973,1.00006749756176,NaN,32.242915064402254,1.1681296416413398
A2_multiclassB_2refs_demands_5to1_N20,A2,baseline,LN,ER1,Entry,1,19.584464423132715,NaN,94.15564795436656,NaN,0.20800095213220257
A2_multiclassB_2refs_demands_5to1_N20,A2,baseline,LN,ER2,Entry,1,18.079660619156837,NaN,18.830490171592576,NaN,0.9601269247059521
A2_multiclassB_2refs_demands_5to1_N20,A2,baseline,LN,ES1,Entry,1,19.583807798845275,NaN,94.15231628922307,NaN,0.20800133837054513
A2_multiclassB_2refs_demands_5to1_N20,A2,baseline,LN,ES2,Entry,1,18.079825255524458,NaN,18.830634607826187,NaN,0.9601283032707945
A2_multiclassB_2refs_demands_5to1_N20,A2,baseline,LN,A1,Activity,1,19.583793445396875,0.0,94.15242211463377,0.0,0.20800095213220265
A2_multiclassB_2refs_demands_5to1_N20,A2,baseline,LN,A2,Activity,1,18.07978929834196,0.0,18.83062419469078,0.0,0.9601269247059523
A2_multiclassB_2refs_demands_5to1_N20,A2,baseline,LN,AS1,Activity,1,19.58394928055452,0.5200033459263628,94.15299648537157,16.765388710369216,0.20800133837054516
A2_multiclassB_2refs_demands_5to1_N20,A2,baseline,LN,AS2,Activity,1,18.079791352672178,0.48006415163539723,18.830599297074315,15.477526354033037,0.9601283032707945
A2_multiclassB_2refs_demands_3to1_N50,A2,baseline,LN,PR,Processor,1,NaN,0.0,NaN,NaN,NaN
A2_multiclassB_2refs_demands_3to1_N50,A2,baseline,LN,PS,Processor,1,NaN,1.0000051410194077,NaN,NaN,NaN
A2_multiclassB_2refs_demands_3to1_N50,A2,baseline,LN,R1,RefTask,1,49.32537227803682,0.0,NaN,0.0,0.33777792455007766
A2_multiclassB_2refs_demands_3to1_N50,A2,baseline,LN,R2,RefTask,1,48.02634644175091,0.0,NaN,0.0,0.9866749067651552
A2_multiclassB_2refs_demands_3to1_N50,A2,baseline,LN,TS,Task,1,97.35088861376751,1.0000051410194077,NaN,73.5029884504317,1.3244538509572223
A2_multiclassB_2refs_demands_3to1_N50,A2,baseline,LN,ER1,Entry,1,49.32537227803682,NaN,146.02899921224434,NaN,0.33777792455007766
A2_multiclassB_2refs_demands_3to1_N50,A2,baseline,LN,ER2,Entry,1,48.02634644175091,NaN,48.67494461697298,NaN,0.9866749067651552
A2_multiclassB_2refs_demands_3to1_N50,A2,baseline,LN,ES1,Entry,1,49.32405243297591,NaN,146.02496597954396,NaN,0.33777821554079673
A2_multiclassB_2refs_demands_3to1_N50,A2,baseline,LN,ES2,Entry,1,48.0268361807916,NaN,48.67540502357893,NaN,0.9866756354164252
A2_multiclassB_2refs_demands_3to1_N50,A2,baseline,LN,A1,Activity,1,49.32410279556804,0.0,146.0252408776211,0.0,0.3377779245500778
A2_multiclassB_2refs_demands_3to1_N50,A2,baseline,LN,A2,Activity,1,48.02676607356828,0.0,48.67536991593869,0.0,0.9866749067651559
A2_multiclassB_2refs_demands_3to1_N50,A2,baseline,LN,AS1,Activity,1,49.324363740001964,0.5066673233111951,146.02588761099244,37.241534421510096,0.33777821554079673
A2_multiclassB_2refs_demands_3to1_N50,A2,baseline,LN,AS2,Activity,1,48.02672848194117,0.4933378177082126,48.67529587033083,36.2614540289216,0.9866756354164252
A2_multiclassB_2refs_demands_5to1_N50,A2,baseline,LN,PR,Processor,1,NaN,0.0,NaN,NaN,NaN
A2_multiclassB_2refs_demands_5to1_N50,A2,baseline,LN,PS,Processor,1,NaN,1.0000046237497298,NaN,NaN,NaN
A2_multiclassB_2refs_demands_5to1_N50,A2,baseline,LN,R1,RefTask,1,49.595564167027845,0.0,NaN,0.0,0.20319890732074072
A2_multiclassB_2refs_demands_5to1_N50,A2,baseline,LN,R2,RefTask,1,48.03159894844181,0.0,NaN,0.0,0.9840098663265766
A2_multiclassB_2refs_demands_5to1_N50,A2,baseline,LN,TS,Task,1,97.62505142301148,1.0000046237497298,NaN,82.23153449505081,1.1872118289354234
A2_multiclassB_2refs_demands_5to1_N50,A2,baseline,LN,ER1,Entry,1,49.595564167027845,NaN,244.07397077555828,NaN,0.20319890732074072
A2_multiclassB_2refs_demands_5to1_N50,A2,baseline,LN,ER2,Entry,1,48.03159894844181,NaN,48.81211113029726,NaN,0.9840098663265766
A2_multiclassB_2refs_demands_5to1_N50,A2,baseline,LN,ES1,Entry,1,49.59273798303565,NaN,244.05952504451,NaN,0.2031993546410092
A2_multiclassB_2refs_demands_5to1_N50,A2,baseline,LN,ES2,Entry,1,48.03231343997583,NaN,48.8127078616736,NaN,0.984012474294414
A2_multiclassB_2refs_demands_5to1_N50,A2,baseline,LN,A1,Activity,1,49.59289843104559,0.0,244.06085192557325,0.0,0.20319890732074075
A2_multiclassB_2refs_demands_5to1_N50,A2,baseline,LN,A2,Activity,1,48.032124130146556,0.0,48.81264484619046,0.0,0.984009866326577
A2_multiclassB_2refs_demands_5to1_N50,A2,baseline,LN,AS1,Activity,1,49.59340592955414,0.5079983866025229,244.06281219332837,41.77370506403241,0.20319935464100913
