fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
A1_chain_d3_N50,6,15,12,16,0.005377,60,true,15|16|13|15|12
A1_chain_d5_N20,5,7,7,8,0.008879,100,true,8|8|7|7|7
A1_chain_d5_N50,6,20,18,24,0.005376,100,true,19|20|18|24|24
A1_chain_d5_N100,6,37,34,53,0.007601,100,true,49|34|34|53|37
A1_chain_d8_N50,6,30,29,31,0.005391,160,true,30|30|30|31|29
A2_multiclassA_2refs_loadLow_N20,2,8,8,23,0.002362,65,true,23|8|8|8|8
A2_multiclassA_2refs_loadHigh_N20,2,8,8,12,0.000827,65,true,12|12|8|8|8
A2_multiclassA_2refs_loadLow_N50,2,3,2,4,0.008834,65,true,3|4|3|3|2
A2_multiclassA_2refs_loadHigh_N50,2,2,2,2,0.002792,65,true,2|2|2|2|2
A2_multiclassB_2refs_demands_3to1_N20,2,10,8,13,0.027154,65,true,13|10|10|8|8
A2_multiclassB_2refs_demands_5to1_N20,2,7,7,8,0.035557,65,true,8|7|7|7|7
A2_multiclassB_2refs_demands_3to1_N50,2,2,1,2,0.009364,65,true,2|2|2|1|2
A2_multiclassB_2refs_demands_5to1_N50,2,1,1,1,0.009912,65,true,1|1|1|1|1
A2_multiclassC_2refs_think_2to1_N20,2,6,6,7,0.016402,65,true,7|6|6|6|6
A2_multiclassC_2refs_think_4to1_N20,2,6,6,6,0.052370,65,true,6|6|6|6|6
A2_multiclassC_2refs_think_2to1_N50,2,1,1,2,0.008722,65,true,1|2|2|1|1
A2_multiclassC_2refs_think_4to1_N50,2,1,1,2,0.017487,65,true,2|1|1|1|1
A3_multiserver_c2_loadLow,4,1,1,1,0.551108,40,true,1|1|1|1|1
A3_multiserver_c2_loadMedium,5,1,1,1,0.098794,40,true,1|1|1|1|1
A3_multiserver_c2_loadHigh,5,1,1,1,0.059048,40,true,1|1|1|1|1
A3_multiserver_c4_loadLow,4,1,1,1,0.226767,40,true,1|1|1|1|1
A3_multiserver_c4_loadMedium,5,1,1,1,0.048826,40,true,1|1|1|1|1
A3_multiserver_c4_loadHigh,5,1,1,1,0.036946,40,true,1|1|1|1|1
A3_multiserver_c8_loadLow,5,1,1,1,0.057419,40,true,1|1|1|1|1
A3_multiserver_c8_loadMedium,6,1,1,1,0.013779,40,true,1|1|1|1|1
A3_multiserver_c8_loadHigh,6,1,1,1,0.011605,40,true,1|1|1|1|1
A4_threeTier_multiclass,7,7,7,7,0.007321,85,true,7|7|7|7|7
A4_multiclass_multiserver,2,1,1,1,0.117630,65,true,1|1|1|1|1
A4_multiclass_multientry,2,1,1,1,0.059337,90,true,1|1|1|1|1
A4_chainPlusFanout,9,5,4,6,0.892897,105,true,6|5|6|5|4
A4_webApplication,4,1,1,2,0.000000,85,true,2|2|1|1|1
A4_databaseBackend,7,2,1,3,0.062747,80,true,1|3|3|2|2
A4_threeTier_sequence,4,1,1,1,0.000000,0,true,1|1|1|1|1
A4_parallelService_andFork,2,1,0,1,0.000000,0,true,1|0|1|1|1
A4_retryLoop,7,2,1,2,0.000000,0,true,2|1|1|2|2
A4_replyThenLog,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_orForkUneven,5,1,1,1,0.000000,0,true,1|1|1|1|1
A5_orForkThreeWay,6,1,1,1,0.000000,0,true,1|1|1|1|1
A5_andForkThreeWay,2,0,0,1,0.000000,0,true,1|0|0|0|0
A5_andForkMultiAct,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_seqMultiEntry,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_replyAtBound,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_combinedDag,2,0,0,1,0.000000,0,true,1|0|0|0|1
A5_multiclassAndFork,2,1,0,1,0.000000,0,true,0|1|1|1|0
B_scaleAxis_tasks5_chain,5,2,2,3,0.008909,100,true,2|3|2|3|2
B_scaleAxis_tasks10_chain,5,6,4,7,0.011415,200,true,7|6|6|5|4
B_scaleAxis_tasks20_chain,5,17,13,17,0.097605,400,true,13|15|17|17|17
B_scaleAxis_tasks40_chain,5,45,37,45,0.051955,800,true,45|44|37|45|45
B_scaleAxis_tasks60_chain,5,117,97,126,0.070854,1200,true,100|122|97|126|117
B_scaleAxis_tasks5_fanout,11,4,4,4,5.613291,100,false,4|4|4|4|4
B_scaleAxis_tasks10_fanout,11,8,8,10,9.316509,200,false,8|10|8|8|10
B_scaleAxis_tasks20_fanout,11,23,23,44,11.883007,400,false,23|24|44|23|23
B_scaleAxis_tasks40_fanout,10,101,93,140,0.000000,0,true,140|99|93|101|101
B_scaleAxis_tasks60_fanout,9,209,198,217,0.000000,0,true,198|217|209|216|198
C1_fanOut2_caller_c1,9,1,1,1,5.865548,60,false,1|1|1|1|1
C1_fanOut2_caller_c2,9,1,1,1,5.865548,60,false,1|1|1|1|1
C1_fanOut3_caller_c1,10,2,2,2,7.234209,80,false,2|2|2|2|2
C1_fanOut3_caller_c2,10,2,2,2,7.234209,80,false,2|2|2|2|2
C1_fanOut4_caller_c1,10,3,2,3,6.049192,100,false,3|3|3|2|3
C1_fanOut4_caller_c2,10,2,2,3,6.049192,100,false,3|2|2|2|2
C2_infTaskSimple,2,0,0,0,0.000000,40,true,0|0|0|0|0
C2_infTaskShared,2,0,0,0,0.000000,65,true,0|0|0|0|0
C2_infTaskDeep,3,1,1,1,0.000001,80,true,1|1|1|1|1
C3_multiclassMultiEntry_2refs,2,0,0,1,0.035721,65,true,1|0|0|0|0
C3_multiclassMultiEntry_3refs,2,0,0,1,0.355829,90,true,0|0|0|1|0
C3_multiclassMultiEntry_asymmetric,2,1,1,3,0.062914,65,true,1|3|1|1|1
C4_nearSaturation,3,1,1,1,0.463438,40,true,1|1|1|1|1
C4_predicateThreshold,2,0,0,0,0.000000,40,true,0|0|0|0|0
C4_lowDemand,3,0,0,0,0.000002,40,true,0|0|0|0|0
C5_satFanout_tasks5,24,11,11,16,0.000000,0,true,11|11|11|12|16
C5_satFanout_tasks10,12,9,9,13,0.000000,0,true,13|13|9|9|9
C5_satFanout_tasks20,11,23,23,23,0.000000,0,true,23|23|23|23|23
C5_satFanoutCaller_w2,21,4,4,5,0.000000,0,true,5|4|4|5|4
C5_satFanoutCaller_w3,22,7,6,7,0.000000,0,true,7|7|6|7|7
C5_satFanoutCaller_w4,20,8,8,9,0.000000,0,true,8|8|8|9|9
C6_andForkPsHost,3,0,0,0,0.000000,0,true,0|0|0|0|0
C7_deepChainMultiCall,4,3,3,4,0.000000,0,true,3|4|3|3|3
C7_deepChainAllExp,3,3,2,3,0.000000,0,true,3|3|2|3|3
