fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
A1_chain_d3_N50,6,14,12,15,0.005377,60,true,15|14|13|12|14
A1_chain_d5_N20,6,7,7,8,0.002220,100,true,7|7|8|8|7
A1_chain_d5_N50,6,19,19,20,0.005376,100,true,19|19|19|20|19
A1_chain_d5_N100,7,23,22,23,0.001898,100,true,22|23|23|23|22
A1_chain_d8_N50,6,12,12,14,0.005391,160,true,12|12|12|12|14
A2_multiclassA_2refs_loadLow_N20,2,8,8,9,0.002362,65,true,9|9|8|8|8
A2_multiclassA_2refs_loadHigh_N20,2,8,8,8,0.000827,65,true,8|8|8|8|8
A2_multiclassA_2refs_loadLow_N50,2,2,2,2,0.008834,65,true,2|2|2|2|2
A2_multiclassA_2refs_loadHigh_N50,2,2,2,2,0.002792,65,true,2|2|2|2|2
A2_multiclassB_2refs_demands_3to1_N20,2,10,9,10,0.027154,65,true,10|9|10|10|10
A2_multiclassB_2refs_demands_5to1_N20,2,10,10,12,0.035557,65,true,12|10|10|10|10
A2_multiclassB_2refs_demands_3to1_N50,2,2,1,2,0.009364,65,true,2|2|2|2|1
A2_multiclassB_2refs_demands_5to1_N50,2,2,2,2,0.009912,65,true,2|2|2|2|2
A2_multiclassC_2refs_think_2to1_N20,2,7,7,11,0.016402,65,true,7|10|7|11|7
A2_multiclassC_2refs_think_4to1_N20,2,9,6,11,0.052370,65,true,9|6|9|7|11
A2_multiclassC_2refs_think_2to1_N50,2,1,1,2,0.008722,65,true,1|2|2|1|1
A2_multiclassC_2refs_think_4to1_N50,2,1,1,2,0.017487,65,true,2|1|1|1|1
A3_multiserver_c2_loadLow,4,1,1,1,0.551108,40,true,1|1|1|1|1
A3_multiserver_c2_loadMedium,5,1,1,1,0.098794,40,true,1|1|1|1|1
A3_multiserver_c2_loadHigh,5,1,0,2,0.059048,40,true,1|2|1|1|0
A3_multiserver_c4_loadLow,5,1,0,1,0.056692,40,true,1|0|1|1|1
A3_multiserver_c4_loadMedium,5,1,1,1,0.048826,40,true,1|1|1|1|1
A3_multiserver_c4_loadHigh,6,1,1,1,0.009237,40,true,1|1|1|1|1
A3_multiserver_c8_loadLow,5,1,1,1,0.057419,40,true,1|1|1|1|1
A3_multiserver_c8_loadMedium,6,1,1,1,0.013779,40,true,1|1|1|1|1
A3_multiserver_c8_loadHigh,6,1,1,1,0.011605,40,true,1|1|1|1|1
