fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
A1_chain_d3_N50,5,13,11,16,0.000343,60,true,13|13|14|11|16
A1_chain_d5_N20,5,8,7,9,0.001714,100,true,8|7|8|8|9
A1_chain_d5_N50,5,10,10,11,0.000343,100,true,10|10|11|10|11
A1_chain_d5_N100,3,13,12,28,0.001693,100,true,23|28|13|12|12
A1_chain_d8_N50,5,11,11,12,0.000343,160,true,11|11|11|11|12
A2_multiclassA_2refs_loadLow_N20,2,9,8,9,0.002362,65,true,9|8|9|9|9
A2_multiclassA_2refs_loadHigh_N20,2,9,8,16,0.000827,65,true,16|15|9|9|8
A2_multiclassA_2refs_loadLow_N50,2,2,2,3,0.008834,65,true,2|2|3|2|2
A2_multiclassA_2refs_loadHigh_N50,2,2,2,3,0.002792,65,true,3|2|2|2|2
A2_multiclassB_2refs_demands_3to1_N20,2,7,6,7,0.027154,65,true,7|6|7|6|7
A2_multiclassB_2refs_demands_5to1_N20,2,10,6,10,0.035557,65,true,10|10|6|7|10
A2_multiclassB_2refs_demands_3to1_N50,2,3,2,3,0.009364,65,true,3|3|3|2|2
A2_multiclassB_2refs_demands_5to1_N50,2,1,1,2,0.009912,65,true,1|2|1|1|1
A2_multiclassC_2refs_think_2to1_N20,2,6,6,6,0.016402,65,true,6|6|6|6|6
A2_multiclassC_2refs_think_4to1_N20,2,6,5,6,0.052370,65,true,5|5|6|6|6
A2_multiclassC_2refs_think_2to1_N50,2,2,1,3,0.008722,65,true,2|2|3|1|2
A2_multiclassC_2refs_think_4to1_N50,2,1,1,2,0.017487,65,true,1|2|1|1|1
A3_multiserver_c2_loadLow,4,1,1,1,0.036386,40,true,1|1|1|1|1
A3_multiserver_c2_loadMedium,4,1,1,1,0.027184,40,true,1|1|1|1|1
A3_multiserver_c2_loadHigh,4,1,0,1,0.017801,40,true,1|1|1|1|0
A3_multiserver_c4_loadLow,4,1,1,1,0.014844,40,true,1|1|1|1|1
A3_multiserver_c4_loadMedium,4,1,1,1,0.013128,40,true,1|1|1|1|1
A3_multiserver_c4_loadHigh,5,1,1,1,0.000948,40,true,1|1|1|1|1
A3_multiserver_c8_loadLow,4,1,1,1,0.015003,40,true,1|1|1|1|1
A3_multiserver_c8_loadMedium,5,1,1,1,0.001305,40,true,1|1|1|1|1
A3_multiserver_c8_loadHigh,5,1,1,1,0.001134,40,true,1|1|1|1|1
A4_threeTier_multiclass,6,3,3,3,0.014544,85,true,3|3|3|3|3
A4_multiclass_multiserver,2,1,1,1,0.117630,65,true,1|1|1|1|1
A4_multiclass_multientry,2,1,1,1,0.059337,90,true,1|1|1|1|1
A4_chainPlusFanout,7,5,4,6,0.892896,105,true,5|5|5|6|4
A4_webApplication,4,2,2,2,0.000000,85,true,2|2|2|2|2
A4_databaseBackend,6,2,2,5,0.004693,80,true,2|3|5|2|2
A4_threeTier_sequence,4,1,1,1,0.000000,0,true,1|1|1|1|1
A4_parallelService_andFork,2,1,1,1,0.000000,0,true,1|1|1|1|1
A4_retryLoop,6,1,1,2,0.000000,0,true,2|1|1|1|1
