fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
A1_chain_d3_N50,5,14,11,17,0.000091,60,true,17|14|15|11|14
A1_chain_d5_N20,5,11,10,14,0.000206,100,true,10|10|11|11|14
A1_chain_d5_N50,5,29,24,29,0.000091,100,true,24|29|29|29|27
A1_chain_d5_N100,4,41,33,47,0.001260,100,true,33|38|42|47|41
A1_chain_d8_N50,5,32,24,37,0.000088,160,true,37|33|32|25|24
A2_multiclassA_2refs_loadLow_N20,2,14,11,17,0.002362,65,true,11|14|14|15|17
A2_multiclassA_2refs_loadHigh_N20,2,10,8,18,0.000827,65,true,15|10|8|9|18
A2_multiclassA_2refs_loadLow_N50,2,3,3,4,0.008834,65,true,4|3|4|3|3
A2_multiclassA_2refs_loadHigh_N50,2,3,3,4,0.002792,65,true,3|3|4|3|3
A2_multiclassB_2refs_demands_3to1_N20,2,15,14,16,0.027154,65,true,14|15|15|15|16
A2_multiclassB_2refs_demands_5to1_N20,2,14,8,20,0.035557,65,true,8|20|14|15|14
A2_multiclassB_2refs_demands_3to1_N50,2,2,1,3,0.009364,65,true,2|2|3|1|1
A2_multiclassB_2refs_demands_5to1_N50,2,1,1,2,0.009912,65,true,1|2|2|1|1
A2_multiclassC_2refs_think_2to1_N20,2,9,8,9,0.016402,65,true,8|9|8|9|9
A2_multiclassC_2refs_think_4to1_N20,2,10,8,11,0.052370,65,true,10|8|9|11|11
A2_multiclassC_2refs_think_2to1_N50,2,1,1,4,0.008722,65,true,1|2|4|1|1
A2_multiclassC_2refs_think_4to1_N50,2,1,1,2,0.017487,65,true,2|1|1|2|1
A3_multiserver_c2_loadLow,3,1,1,1,0.138425,40,true,1|1|1|1|1
A3_multiserver_c2_loadMedium,4,1,1,1,0.004306,40,true,1|1|1|1|1
A3_multiserver_c2_loadHigh,4,1,1,2,0.003051,40,true,1|1|2|1|1
A3_multiserver_c4_loadLow,4,1,1,1,0.002239,40,true,1|1|1|1|1
A3_multiserver_c4_loadMedium,4,1,1,2,0.002034,40,true,2|1|2|1|1
A3_multiserver_c4_loadHigh,4,1,1,2,0.001724,40,true,1|1|1|1|2
A3_multiserver_c8_loadLow,4,2,2,2,0.002258,40,true,2|2|2|2|2
A3_multiserver_c8_loadMedium,4,2,1,2,0.002198,40,true,2|2|2|1|2
A3_multiserver_c8_loadHigh,4,1,1,2,0.001971,40,true,2|1|2|1|1
A4_threeTier_multiclass,6,6,6,7,0.015711,85,true,6|7|6|6|6
A4_multiclass_multiserver,2,1,1,1,0.117630,65,true,1|1|1|1|1
A4_multiclass_multientry,2,1,1,2,0.059337,90,true,1|2|1|1|2
A4_chainPlusFanout,5,7,6,12,3846153862633607.000000,105,false,11|12|7|6|7
A4_webApplication,4,2,2,3,0.000000,85,true,2|2|3|2|2
A4_databaseBackend,5,2,2,4,0.004744,80,true,2|2|4|2|2
A4_threeTier_sequence,4,1,1,1,0.000000,0,true,1|1|1|1|1
A4_parallelService_andFork,2,1,1,1,0.000000,0,true,1|1|1|1|1
A4_retryLoop,5,1,1,2,0.000000,0,true,1|1|2|1|1
A4_replyThenLog,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_orForkUneven,4,1,1,1,0.000000,0,true,1|1|1|1|1
A5_orForkThreeWay,4,2,1,13,0.000000,0,true,1|13|2|2|1
A5_andForkThreeWay,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_andForkMultiAct,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_seqMultiEntry,4,1,1,1,0.000000,0,true,1|1|1|1|1
A5_replyAtBound,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_combinedDag,2,1,1,2,0.000000,0,true,1|2|1|1|1
A5_multiclassAndFork,2,1,1,1,0.000000,0,true,1|1|1|1|1
B_scaleAxis_tasks5_chain,5,4,4,6,0.000443,100,true,4|4|6|4|4
B_scaleAxis_tasks10_chain,5,7,6,9,0.003514,200,true,7|8|6|9|7
B_scaleAxis_tasks20_chain,5,20,18,25,0.089670,400,true,20|20|25|20|18
B_scaleAxis_tasks40_chain,5,73,69,83,0.044038,800,true,73|83|69|73|72
B_scaleAxis_tasks60_chain,5,152,149,163,0.062930,1200,true,158|152|149|163|152
