fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
A1_chain_d3_N50,3,14,11,18,0.000043,60,true,18|11|16|14|12
A1_chain_d5_N20,3,8,7,11,0.000001,100,true,10|7|8|11|7
A1_chain_d5_N50,3,14,12,18,0.000042,100,true,12|15|14|14|18
A1_chain_d5_N100,3,29,20,39,0.000003,100,true,29|39|31|20|21
A1_chain_d8_N50,3,10,9,14,0.000104,160,true,9|12|10|10|14
A2_multiclassA_2refs_loadLow_N20,2,15,10,15,0.002362,65,true,15|15|10|10|15
A2_multiclassA_2refs_loadHigh_N20,2,16,15,18,0.000827,65,true,17|15|18|16|16
A2_multiclassA_2refs_loadLow_N50,2,3,3,4,0.008834,65,true,4|4|3|3|3
A2_multiclassA_2refs_loadHigh_N50,2,3,2,3,0.002792,65,true,2|3|3|3|2
A2_multiclassB_2refs_demands_3to1_N20,2,13,9,24,0.027154,65,true,24|9|15|13|10
A2_multiclassB_2refs_demands_5to1_N20,2,8,7,12,0.035557,65,true,12|10|8|7|8
A2_multiclassB_2refs_demands_3to1_N50,2,3,2,4,0.009364,65,true,3|4|2|3|2
A2_multiclassB_2refs_demands_5to1_N50,2,1,1,2,0.009912,65,true,2|2|1|1|1
A2_multiclassC_2refs_think_2to1_N20,2,7,7,8,0.016402,65,true,7|7|7|8|7
A2_multiclassC_2refs_think_4to1_N20,2,7,7,8,0.052370,65,true,7|7|8|7|7
A2_multiclassC_2refs_think_2to1_N50,2,2,1,3,0.008722,65,true,2|2|3|1|1
A2_multiclassC_2refs_think_4to1_N50,2,1,1,2,0.017487,65,true,1|1|2|1|1
A3_multiserver_c2_loadLow,3,1,1,2,0.000000,40,true,1|2|1|2|1
A3_multiserver_c2_loadMedium,3,1,1,2,0.000000,40,true,1|2|1|1|1
A3_multiserver_c2_loadHigh,3,1,1,2,0.000000,40,true,1|1|2|1|1
A3_multiserver_c4_loadLow,3,1,1,1,0.000000,40,true,1|1|1|1|1
A3_multiserver_c4_loadMedium,3,1,1,1,0.000000,40,true,1|1|1|1|1
A3_multiserver_c4_loadHigh,3,1,1,1,0.000000,40,true,1|1|1|1|1
A3_multiserver_c8_loadLow,3,1,1,1,0.000000,40,true,1|1|1|1|1
A3_multiserver_c8_loadMedium,3,1,1,1,0.000000,40,true,1|1|1|1|1
A3_multiserver_c8_loadHigh,3,1,1,1,0.000000,40,true,1|1|1|1|1
A4_threeTier_multiclass,5,7,6,11,0.028191,85,true,7|7|7|11|6
A4_multiclass_multiserver,2,2,2,2,0.117630,65,true,2|2|2|2|2
A4_multiclass_multientry,2,2,1,3,0.059337,90,true,2|3|2|1|2
A4_chainPlusFanout,6,4,4,5,0.892897,105,true,5|5|4|4|4
A4_webApplication,4,2,2,2,0.000000,85,true,2|2|2|2|2
A4_databaseBackend,4,2,2,2,0.000000,80,true,2|2|2|2|2
A4_threeTier_sequence,4,2,1,2,0.000000,0,true,1|1|2|2|2
A4_parallelService_andFork,2,1,1,1,0.000000,0,true,1|1|1|1|1
A4_retryLoop,4,1,1,2,0.000000,0,true,1|1|1|2|2
A4_replyThenLog,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_orForkUneven,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_orForkThreeWay,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_andForkThreeWay,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_andForkMultiAct,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_seqMultiEntry,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_replyAtBound,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_combinedDag,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_multiclassAndFork,2,1,1,1,0.000000,0,true,1|1|1|1|1
B_scaleAxis_tasks5_chain,3,3,2,10,0.000418,100,true,10|3|2|3|2
B_scaleAxis_tasks10_chain,3,6,6,8,0.003630,200,true,6|6|8|7|6
B_scaleAxis_tasks20_chain,3,17,15,22,0.089786,400,true,22|15|17|16|18
B_scaleAxis_tasks40_chain,3,57,56,67,0.044153,800,true,63|57|56|56|67
B_scaleAxis_tasks60_chain,3,141,129,188,0.063045,1200,true,139|141|141|188|129
B_scaleAxis_tasks5_fanout,6,4,3,5,5.612400,100,false,4|4|3|5|3
B_scaleAxis_tasks10_fanout,7,11,9,12,9.314958,200,false,11|10|12|9|12
B_scaleAxis_tasks20_fanout,7,28,27,33,11.882675,400,false,29|27|33|27|28
B_scaleAxis_tasks40_fanout,5,99,92,123,0.000000,0,true,123|92|99|98|100
B_scaleAxis_tasks60_fanout,5,259,252,276,0.000000,0,true,276|258|259|260|252
C1_fanOut2_caller_c1,6,1,1,1,5.860985,60,false,1|1|1|1|1
C1_fanOut2_caller_c2,6,1,1,2,5.860985,60,false,2|1|1|2|1
C1_fanOut3_caller_c1,7,2,2,2,7.231228,80,false,2|2|2|2|2
C1_fanOut3_caller_c2,7,2,2,2,7.231228,80,false,2|2|2|2|2
C1_fanOut4_caller_c1,8,3,3,4,6.047195,100,false,3|3|3|3|4
C1_fanOut4_caller_c2,8,3,3,5,6.047195,100,false,3|3|3|3|5
C2_infTaskSimple,2,0,0,1,0.000000,40,true,1|1|0|0|0
C2_infTaskShared,2,0,0,1,0.000000,65,true,1|0|0|0|1
C2_infTaskDeep,3,1,1,1,0.000001,80,true,1|1|1|1|1
C3_multiclassMultiEntry_2refs,2,1,1,1,0.035721,65,true,1|1|1|1|1
C3_multiclassMultiEntry_3refs,2,1,1,1,0.355829,90,true,1|1|1|1|1
