fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
A1_chain_d3_N50,7,26,24,36,0.004918,60,true,36|24|32|26|24
A1_chain_d5_N20,7,28,22,34,0.006896,100,true,25|22|28|34|34
A1_chain_d5_N50,7,25,23,33,0.004918,100,true,25|29|33|25|23
A1_chain_d5_N100,7,34,33,47,0.004283,100,true,33|34|47|47|34
A1_chain_d8_N50,7,16,16,28,0.004915,160,true,16|28|22|16|16
A2_multiclassA_2refs_loadLow_N20,2,9,9,24,0.002362,65,true,9|9|9|13|24
A2_multiclassA_2refs_loadHigh_N20,2,15,14,16,0.000827,65,true,16|15|14|15|15
A2_multiclassA_2refs_loadLow_N50,2,2,2,3,0.008834,65,true,3|2|2|2|2
A2_multiclassA_2refs_loadHigh_N50,2,3,2,5,0.002792,65,true,3|2|3|3|5
A2_multiclassB_2refs_demands_3to1_N20,2,11,9,15,0.027154,65,true,9|11|15|15|9
A2_multiclassB_2refs_demands_5to1_N20,2,10,9,13,0.035557,65,true,13|10|10|9|9
A2_multiclassB_2refs_demands_3to1_N50,2,2,1,3,0.009364,65,true,3|2|2|1|1
A2_multiclassB_2refs_demands_5to1_N50,2,2,1,2,0.009912,65,true,2|2|1|1|2
A2_multiclassC_2refs_think_2to1_N20,2,9,7,29,0.016402,65,true,7|10|7|9|29
A2_multiclassC_2refs_think_4to1_N20,2,7,7,11,0.052370,65,true,7|7|10|7|11
A2_multiclassC_2refs_think_2to1_N50,2,2,1,3,0.008722,65,true,1|3|3|2|1
A2_multiclassC_2refs_think_4to1_N50,2,1,1,2,0.017487,65,true,2|1|2|1|1
A3_multiserver_c2_loadLow,3,1,0,1,383.001986,40,false,1|1|1|0|1
A3_multiserver_c2_loadMedium,3,1,1,1,190.259569,40,false,1|1|1|1|1
A3_multiserver_c2_loadHigh,3,1,0,1,113.953074,40,false,1|1|1|0|1
A3_multiserver_c4_loadLow,3,1,0,1,180.253916,40,false,1|0|1|1|1
A3_multiserver_c4_loadMedium,3,1,1,1,95.125380,40,false,1|1|1|1|1
A3_multiserver_c4_loadHigh,7,1,1,2,0.008404,40,true,1|1|1|1|2
A3_multiserver_c8_loadLow,3,1,1,1,181.333520,40,false,1|1|1|1|1
A3_multiserver_c8_loadMedium,3,1,1,1,100.828234,40,false,1|1|1|1|1
A3_multiserver_c8_loadHigh,7,1,1,2,0.009498,40,true,1|1|1|1|2
A4_threeTier_multiclass,8,4,3,21,0.007535,85,true,21|3|4|3|4
A4_multiclass_multiserver,2,1,1,2,0.117630,65,true,1|1|1|1|2
A4_multiclass_multientry,2,1,1,1,0.059337,90,true,1|1|1|1|1
A4_chainPlusFanout,5,4,3,5,3846153862633607.000000,105,false,4|5|5|3|3
A4_webApplication,4,2,2,2,0.000000,85,true,2|2|2|2|2
A4_databaseBackend,4,2,2,3,3711560634209854.500000,80,false,2|3|3|2|2
A4_threeTier_sequence,4,1,1,1,0.000000,0,true,1|1|1|1|1
A4_parallelService_andFork,2,1,1,1,0.000000,0,true,1|1|1|1|1
A4_retryLoop,4,1,1,2,0.000000,0,true,1|2|1|1|1
A4_replyThenLog,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_orForkUneven,7,1,1,2,0.000000,0,true,2|1|2|1|1
A5_orForkThreeWay,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_andForkThreeWay,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_andForkMultiAct,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_seqMultiEntry,7,1,1,2,0.000000,0,true,1|1|1|2|1
A5_replyAtBound,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_combinedDag,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_multiclassAndFork,2,1,1,1,0.000000,0,true,1|1|1|1|1
B_scaleAxis_tasks5_chain,7,4,4,5,0.005815,100,true,4|5|4|5|4
B_scaleAxis_tasks10_chain,7,9,9,11,0.005746,200,true,10|11|9|9|9
B_scaleAxis_tasks20_chain,7,23,23,24,0.087571,400,true,23|24|23|23|24
B_scaleAxis_tasks40_chain,7,69,65,82,0.044162,800,true,69|82|65|68|80
B_scaleAxis_tasks60_chain,7,160,145,177,0.059306,1200,true,160|177|160|145|173
B_scaleAxis_tasks5_fanout,3,3,2,6,705.405498,100,false,3|2|2|6|3
B_scaleAxis_tasks10_fanout,3,8,6,10,1067.416457,200,false,8|10|6|6|8
B_scaleAxis_tasks20_fanout,4,20,19,24,1607.423561,400,false,20|20|20|19|24
