fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
A1_chain_d3_N50,6,21,16,25,0.005377,60,true,24|25|21|20|16
A1_chain_d5_N20,5,8,7,8,0.008879,100,true,7|8|8|8|7
A1_chain_d5_N50,6,21,20,23,0.005376,100,true,21|23|21|20|22
A1_chain_d5_N100,6,21,21,22,0.007601,100,true,21|22|21|22|21
A1_chain_d8_N50,6,13,13,14,0.005391,160,true,14|13|13|13|13
A2_multiclassA_2refs_loadLow_N20,2,9,9,14,0.002362,65,true,9|9|9|14|14
A2_multiclassA_2refs_loadHigh_N20,2,15,14,17,0.000827,65,true,15|14|16|17|15
A2_multiclassA_2refs_loadLow_N50,2,3,2,4,0.008834,65,true,3|4|3|3|2
A2_multiclassA_2refs_loadHigh_N50,2,3,2,4,0.002792,65,true,2|3|4|2|3
A2_multiclassB_2refs_demands_3to1_N20,2,10,9,11,0.027154,65,true,11|9|10|9|10
A2_multiclassB_2refs_demands_5to1_N20,2,9,9,11,0.035557,65,true,9|10|9|11|9
A2_multiclassB_2refs_demands_3to1_N50,2,2,1,3,0.009364,65,true,2|2|3|1|2
A2_multiclassB_2refs_demands_5to1_N50,2,1,1,1,0.009912,65,true,1|1|1|1|1
A2_multiclassC_2refs_think_2to1_N20,2,7,7,7,0.016402,65,true,7|7|7|7|7
A2_multiclassC_2refs_think_4to1_N20,2,7,7,26,0.052370,65,true,7|7|26|7|7
A2_multiclassC_2refs_think_2to1_N50,2,1,1,3,0.008722,65,true,1|2|3|1|1
A2_multiclassC_2refs_think_4to1_N50,2,1,1,1,0.017487,65,true,1|1|1|1|1
A3_multiserver_c2_loadLow,3,1,1,2,2.204433,40,false,1|1|1|1|2
A3_multiserver_c2_loadMedium,4,1,1,2,0.395176,40,true,2|1|2|1|1
A3_multiserver_c2_loadHigh,5,1,1,1,0.059048,40,true,1|1|1|1|1
A3_multiserver_c4_loadLow,4,1,1,1,0.226767,40,true,1|1|1|1|1
A3_multiserver_c4_loadMedium,5,1,1,1,0.048826,40,true,1|1|1|1|1
A3_multiserver_c4_loadHigh,5,1,1,1,0.036946,40,true,1|1|1|1|1
A3_multiserver_c8_loadLow,4,1,1,2,0.229674,40,true,1|1|1|2|1
A3_multiserver_c8_loadMedium,5,1,1,1,0.055115,40,true,1|1|1|1|1
A3_multiserver_c8_loadHigh,6,1,1,2,0.011605,40,true,1|1|2|1|1
A4_threeTier_multiclass,7,9,9,9,0.007321,85,true,9|9|9|9|9
A4_multiclass_multiserver,2,1,1,1,0.117630,65,true,1|1|1|1|1
A4_multiclass_multientry,2,1,1,1,0.059337,90,true,1|1|1|1|1
A4_chainPlusFanout,9,6,5,6,0.892897,105,true,6|6|6|5|5
A4_webApplication,4,2,1,3,0.000000,85,true,2|3|2|2|1
A4_databaseBackend,6,2,2,2,0.250986,80,true,2|2|2|2|2
A4_threeTier_sequence,4,1,1,1,0.000000,0,true,1|1|1|1|1
A4_parallelService_andFork,2,1,1,1,0.000000,0,true,1|1|1|1|1
A4_retryLoop,7,2,2,2,0.000000,0,true,2|2|2|2|2
A4_replyThenLog,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_orForkUneven,5,1,1,1,0.000000,0,true,1|1|1|1|1
A5_orForkThreeWay,6,1,1,1,0.000000,0,true,1|1|1|1|1
A5_andForkThreeWay,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_andForkMultiAct,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_seqMultiEntry,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_replyAtBound,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_combinedDag,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_multiclassAndFork,2,1,1,1,0.000000,0,true,1|1|1|1|1
B_scaleAxis_tasks5_chain,5,3,3,3,0.008909,100,true,3|3|3|3|3
B_scaleAxis_tasks10_chain,5,7,7,8,0.011415,200,true,8|7|7|7|8
B_scaleAxis_tasks20_chain,5,19,18,20,0.097605,400,true,19|20|20|19|18
B_scaleAxis_tasks40_chain,5,60,57,69,0.051955,800,true,61|69|57|60|57
B_scaleAxis_tasks60_chain,5,134,124,145,0.070854,1200,true,131|139|124|134|145
B_scaleAxis_tasks5_fanout,10,5,4,5,5.615816,100,false,5|5|5|4|5
B_scaleAxis_tasks10_fanout,10,11,10,11,9.316710,200,false,10|11|11|10|11
B_scaleAxis_tasks20_fanout,10,29,29,31,11.883177,400,false,29|31|31|29|29
B_scaleAxis_tasks40_fanout,9,122,119,138,0.000000,0,true,138|121|122|119|122
B_scaleAxis_tasks60_fanout,8,271,260,277,0.000000,0,true,276|271|277|260|269
C1_fanOut2_caller_c1,8,2,2,2,5.873537,60,false,2|2|2|2|2
C1_fanOut2_caller_c2,8,1,1,1,5.873537,60,false,1|1|1|1|1
C1_fanOut3_caller_c1,9,2,2,2,7.236879,80,false,2|2|2|2|2
C1_fanOut3_caller_c2,9,2,2,2,7.236879,80,false,2|2|2|2|2
C1_fanOut4_caller_c1,9,3,3,3,6.051283,100,false,3|3|3|3|3
C1_fanOut4_caller_c2,9,3,2,3,6.051283,100,false,3|3|2|3|2
C2_infTaskSimple,2,0,0,0,0.000000,40,true,0|0|0|0|0
C2_infTaskShared,2,0,0,0,0.000000,65,true,0|0|0|0|0
C2_infTaskDeep,3,1,1,1,0.000001,80,true,1|1|1|1|1
C3_multiclassMultiEntry_2refs,2,1,1,1,0.035721,65,true,1|1|1|1|1
C3_multiclassMultiEntry_3refs,2,1,1,1,0.355829,90,true,1|1|1|1|1
C3_multiclassMultiEntry_asymmetric,2,1,1,21,0.062914,65,true,1|1|21|1|1
C4_nearSaturation,3,1,1,1,0.463438,40,true,1|1|1|1|1
C4_predicateThreshold,2,0,0,0,0.000000,40,true,0|0|0|0|0
C4_lowDemand,3,0,0,0,0.000002,40,true,0|0|0|0|0
C5_satFanout_tasks5,20,10,10,11,0.000000,0,true,10|10|10|10|11
C5_satFanout_tasks10,12,17,14,20,0.000000,0,true,16|18|17|20|14
C5_satFanout_tasks20,10,29,28,30,0.000000,0,true,29|30|29|30|28
C5_satFanoutCaller_w2,17,5,5,6,0.000000,0,true,5|6|5|5|5
C5_satFanoutCaller_w3,15,7,7,7,0.000000,0,true,7|7|7|7|7
C5_satFanoutCaller_w4,19,12,10,14,0.000000,0,true,10|10|12|14|13
C6_andForkPsHost,3,0,0,0,0.000000,0,true,0|0|0|0|0
C7_deepChainMultiCall,4,4,4,4,0.000000,0,true,4|4|4|4|4
C7_deepChainAllExp,3,4,4,5,0.000000,0,true,4|4|4|4|5
