fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
A1_chain_d3_N50,3,11,10,28,0.000043,60,true,13|28|10|11|10
A1_chain_d5_N20,3,9,6,13,0.000001,100,true,9|6|6|9|13
A1_chain_d5_N50,3,17,11,22,0.000042,100,true,11|14|17|19|22
A1_chain_d5_N100,3,38,35,44,0.000003,100,true,37|38|35|38|44
A1_chain_d8_N50,3,20,17,29,0.000104,160,true,29|28|18|17|20
A2_multiclassA_2refs_loadLow_N20,2,16,14,16,0.002362,65,true,16|16|14|16|15
A2_multiclassA_2refs_loadHigh_N20,2,12,12,14,0.000827,65,true,14|12|12|12|12
A2_multiclassA_2refs_loadLow_N50,2,2,2,5,0.008834,65,true,2|2|5|2|2
A2_multiclassA_2refs_loadHigh_N50,2,2,2,3,0.002792,65,true,3|2|2|2|2
A2_multiclassB_2refs_demands_3to1_N20,2,11,9,33,0.027154,65,true,9|33|12|10|11
A2_multiclassB_2refs_demands_5to1_N20,2,10,9,11,0.035557,65,true,9|9|10|10|11
A2_multiclassB_2refs_demands_3to1_N50,2,3,3,4,0.009364,65,true,4|4|3|3|3
A2_multiclassB_2refs_demands_5to1_N50,2,1,1,3,0.009912,65,true,3|1|1|1|2
A2_multiclassC_2refs_think_2to1_N20,2,5,4,6,0.016402,65,true,4|5|6|5|6
A2_multiclassC_2refs_think_4to1_N20,2,4,4,6,0.052370,65,true,4|5|6|4|4
A2_multiclassC_2refs_think_2to1_N50,2,1,1,2,0.008722,65,true,2|1|2|1|1
A2_multiclassC_2refs_think_4to1_N50,2,1,1,1,0.017487,65,true,1|1|1|1|1
A3_multiserver_c2_loadLow,3,1,1,1,0.000000,40,true,1|1|1|1|1
A3_multiserver_c2_loadMedium,3,1,1,2,0.000000,40,true,1|2|1|1|1
A3_multiserver_c2_loadHigh,3,1,0,1,0.000000,40,true,0|1|1|1|1
A3_multiserver_c4_loadLow,3,1,1,1,0.000000,40,true,1|1|1|1|1
A3_multiserver_c4_loadMedium,3,1,1,1,0.000000,40,true,1|1|1|1|1
A3_multiserver_c4_loadHigh,3,1,1,1,0.000000,40,true,1|1|1|1|1
A3_multiserver_c8_loadLow,3,1,1,1,0.000000,40,true,1|1|1|1|1
A3_multiserver_c8_loadMedium,3,1,1,2,0.000000,40,true,2|1|1|1|1
A3_multiserver_c8_loadHigh,3,1,1,1,0.000000,40,true,1|1|1|1|1
A4_threeTier_multiclass,5,3,2,4,0.028191,85,true,2|4|3|3|3
A4_multiclass_multiserver,2,2,1,2,0.117630,65,true,2|2|2|1|1
A4_multiclass_multientry,2,1,1,2,0.059337,90,true,1|2|1|1|1
A4_chainPlusFanout,6,3,3,3,0.892897,105,true,3|3|3|3|3
A4_webApplication,4,1,1,2,0.000000,85,true,2|2|1|1|1
A4_databaseBackend,4,3,2,4,0.000000,80,true,2|4|4|3|2
A4_threeTier_sequence,4,1,1,2,0.000000,0,true,1|1|1|2|1
A4_parallelService_andFork,2,1,1,1,0.000000,0,true,1|1|1|1|1
A4_retryLoop,4,1,1,2,0.000000,0,true,1|2|1|2|1
A4_replyThenLog,3,1,0,1,0.000000,0,true,1|0|1|1|1
A5_orForkUneven,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_orForkThreeWay,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_andForkThreeWay,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_andForkMultiAct,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_seqMultiEntry,3,1,1,2,0.000000,0,true,1|1|1|2|1
A5_replyAtBound,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_combinedDag,2,1,1,2,0.000000,0,true,1|2|1|1|1
A5_multiclassAndFork,2,1,1,1,0.000000,0,true,1|1|1|1|1
B_scaleAxis_tasks5_chain,3,3,3,4,0.000418,100,true,3|3|4|3|4
B_scaleAxis_tasks10_chain,3,7,6,9,0.003630,200,true,9|7|7|7|6
B_scaleAxis_tasks20_chain,3,22,19,27,0.089786,400,true,22|27|19|21|24
B_scaleAxis_tasks40_chain,3,63,61,74,0.044153,800,true,63|61|74|63|67
B_scaleAxis_tasks60_chain,3,156,141,174,0.063045,1200,true,142|160|141|156|174
B_scaleAxis_tasks5_fanout,6,4,4,4,5.612400,100,false,4|4|4|4|4
B_scaleAxis_tasks10_fanout,7,10,10,16,9.314958,200,false,16|10|10|10|11
B_scaleAxis_tasks20_fanout,6,31,28,32,11.884675,400,false,32|28|30|31|31
B_scaleAxis_tasks40_fanout,5,102,91,124,0.000000,0,true,124|102|91|116|101
B_scaleAxis_tasks60_fanout,5,258,224,345,0.000000,0,true,261|253|345|224|258
C1_fanOut2_caller_c1,6,3,2,3,5.860985,60,false,3|2|3|3|2
C1_fanOut2_caller_c2,6,2,2,3,5.860985,60,false,2|3|2|2|3
C1_fanOut3_caller_c1,6,2,2,3,7.234963,80,false,2|3|2|2|3
C1_fanOut3_caller_c2,6,2,2,2,7.234963,80,false,2|2|2|2|2
C1_fanOut4_caller_c1,6,3,3,5,6.051177,100,false,3|5|3|3|3
