fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
A1_chain_d3_N50,5,27,23,28,0.000091,60,true,27|26|28|28|23
A1_chain_d5_N20,5,22,22,29,0.000206,100,true,22|23|22|22|29
A1_chain_d5_N50,5,11,10,12,0.000091,100,true,11|10|12|10|11
A1_chain_d5_N100,4,21,18,23,0.001260,100,true,22|23|21|18|18
A1_chain_d8_N50,5,20,13,22,0.000088,160,true,20|22|22|17|13
A2_multiclassA_2refs_loadLow_N20,2,15,9,20,0.002362,65,true,15|16|20|9|9
A2_multiclassA_2refs_loadHigh_N20,2,14,8,16,0.000827,65,true,8|13|14|15|16
A2_multiclassA_2refs_loadLow_N50,2,4,3,6,0.008834,65,true,5|4|6|3|4
A2_multiclassA_2refs_loadHigh_N50,2,2,2,3,0.002792,65,true,2|2|3|2|2
A2_multiclassB_2refs_demands_3to1_N20,2,13,12,14,0.027154,65,true,13|12|14|12|14
A2_multiclassB_2refs_demands_5to1_N20,2,9,8,16,0.035557,65,true,15|16|9|8|8
A2_multiclassB_2refs_demands_3to1_N50,2,3,2,4,0.009364,65,true,4|4|2|3|3
A2_multiclassB_2refs_demands_5to1_N50,2,3,3,9,0.009912,65,true,4|3|9|3|3
A2_multiclassC_2refs_think_2to1_N20,2,8,7,9,0.016402,65,true,8|9|8|8|7
A2_multiclassC_2refs_think_4to1_N20,2,4,4,5,0.052370,65,true,5|4|4|5|4
A2_multiclassC_2refs_think_2to1_N50,2,1,1,3,0.008722,65,true,1|1|3|1|2
A2_multiclassC_2refs_think_4to1_N50,2,1,1,2,0.017487,65,true,2|1|2|1|1
A3_multiserver_c2_loadLow,3,1,1,1,0.138425,40,true,1|1|1|1|1
A3_multiserver_c2_loadMedium,4,1,1,1,0.004306,40,true,1|1|1|1|1
A3_multiserver_c2_loadHigh,4,1,1,1,0.003051,40,true,1|1|1|1|1
A3_multiserver_c4_loadLow,4,1,0,1,0.002239,40,true,1|0|1|1|1
A3_multiserver_c4_loadMedium,4,1,1,1,0.002034,40,true,1|1|1|1|1
A3_multiserver_c4_loadHigh,4,1,1,1,0.001724,40,true,1|1|1|1|1
A3_multiserver_c8_loadLow,4,1,1,1,0.002258,40,true,1|1|1|1|1
A3_multiserver_c8_loadMedium,4,1,1,1,0.002198,40,true,1|1|1|1|1
A3_multiserver_c8_loadHigh,4,1,1,1,0.001971,40,true,1|1|1|1|1
A4_threeTier_multiclass,6,5,3,5,0.015711,85,true,5|3|5|5|3
A4_multiclass_multiserver,2,2,1,2,0.117630,65,true,1|2|1|2|2
A4_multiclass_multientry,2,2,1,2,0.059337,90,true,2|2|1|2|2
A4_chainPlusFanout,5,5,3,7,3846153862633607.000000,105,false,6|5|7|4|3
A4_webApplication,4,3,2,3,0.000000,85,true,2|3|3|3|2
A4_databaseBackend,5,4,3,6,0.004744,80,true,4|3|3|6|4
A4_threeTier_sequence,4,2,1,2,0.000000,0,true,2|1|2|1|2
A4_parallelService_andFork,2,1,1,1,0.000000,0,true,1|1|1|1|1
A4_retryLoop,5,1,1,2,0.000000,0,true,1|2|2|1|1
A4_replyThenLog,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_orForkUneven,4,2,1,2,0.000000,0,true,2|2|2|2|1
A5_orForkThreeWay,4,1,1,1,0.000000,0,true,1|1|1|1|1
A5_andForkThreeWay,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_andForkMultiAct,2,1,1,1,0.000000,0,true,1|1|1|1|1
A5_seqMultiEntry,4,1,1,1,0.000000,0,true,1|1|1|1|1
A5_replyAtBound,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_combinedDag,2,1,1,2,0.000000,0,true,2|2|1|1|1
A5_multiclassAndFork,2,1,1,2,0.000000,0,true,2|1|1|2|1
B_scaleAxis_tasks5_chain,5,4,3,5,0.000443,100,true,5|4|3|4|3
B_scaleAxis_tasks10_chain,5,8,8,10,0.003514,200,true,10|8|9|8|8
B_scaleAxis_tasks20_chain,5,21,20,22,0.089670,400,true,21|21|22|20|20
B_scaleAxis_tasks40_chain,5,70,65,86,0.044038,800,true,86|71|65|68|70
B_scaleAxis_tasks60_chain,5,170,147,194,0.062930,1200,true,194|170|165|176|147
B_scaleAxis_tasks5_fanout,3,2,2,4,600.000080,100,false,2|3|4|2|2
B_scaleAxis_tasks10_fanout,5,8,7,8,685.521765,200,false,8|7|8|8|8
B_scaleAxis_tasks20_fanout,5,23,22,25,1204.204640,400,false,24|22|23|22|25
B_scaleAxis_tasks40_fanout,4,91,76,114,0.000000,0,true,76|85|114|91|110
B_scaleAxis_tasks60_fanout,4,222,193,233,0.000000,0,true,233|229|194|193|222
C1_fanOut2_caller_c1,8,2,2,3,5.859560,60,false,2|2|3|2|3
C1_fanOut2_caller_c2,8,2,2,2,5.859560,60,false,2|2|2|2|2
C1_fanOut3_caller_c1,9,3,3,3,7.231772,80,false,3|3|3|3|3
C1_fanOut3_caller_c2,9,3,3,4,7.231772,80,false,4|3|3|3|3
C1_fanOut4_caller_c1,9,4,4,6,6.047138,100,false,4|4|5|4|6
C1_fanOut4_caller_c2,9,4,3,4,6.047138,100,false,4|4|4|4|3
C2_infTaskSimple,2,0,0,0,0.000000,40,true,0|0|0|0|0
C2_infTaskShared,2,0,0,0,0.000000,65,true,0|0|0|0|0
C2_infTaskDeep,3,1,1,2,0.000001,80,true,1|2|1|1|1
C3_multiclassMultiEntry_2refs,2,1,1,1,0.035721,65,true,1|1|1|1|1
C3_multiclassMultiEntry_3refs,2,1,1,2,0.355829,90,true,1|1|2|1|1
C3_multiclassMultiEntry_asymmetric,2,1,1,3,0.062914,65,true,1|1|1|2|3
C4_nearSaturation,3,1,0,1,0.463438,40,true,1|1|0|1|1
C4_predicateThreshold,2,0,0,0,0.000000,40,true,0|0|0|0|0
C4_lowDemand,3,0,0,1,0.000002,40,true,1|0|0|0|1
C5_satFanout_tasks5,4,3,3,3,0.000000,0,true,3|3|3|3|3
C5_satFanout_tasks10,4,7,6,9,0.000000,0,true,9|6|7|7|7
C5_satFanout_tasks20,4,20,17,23,0.000000,0,true,20|23|18|17|21
C5_satFanoutCaller_w2,6,3,2,3,0.000000,0,true,3|3|3|3|2
C5_satFanoutCaller_w3,5,3,3,5,0.000000,0,true,3|3|3|3|5
C5_satFanoutCaller_w4,5,4,3,6,0.000000,0,true,4|6|4|3|3
C6_andForkPsHost,3,1,0,1,0.000000,0,true,0|1|1|0|1
C7_deepChainMultiCall,4,6,6,6,0.000000,0,true,6|6|6|6|6
C7_deepChainAllExp,3,5,4,5,0.000000,0,true,5|4|5|5|4
