fixture_name,iters,time_ms_median,time_ms_min,time_ms_max,max_slack_vs_ln,nodes_compared,pass,all_times_ms
A1_chain_d3_N50,4,17,14,22,0.002223,60,true,22|18|17|16|14
A1_chain_d5_N20,5,10,8,18,0.000206,100,true,17|8|10|10|18
A1_chain_d5_N50,4,17,16,24,0.002223,100,true,21|17|24|17|16
A1_chain_d5_N100,4,27,26,38,0.001260,100,true,38|27|26|27|30
A1_chain_d8_N50,4,11,10,16,0.002220,160,true,10|13|11|10|16
A2_multiclassA_2refs_loadLow_N20,2,8,8,11,0.002362,65,true,9|8|8|8|11
A2_multiclassA_2refs_loadHigh_N20,2,10,8,12,0.000827,65,true,8|10|10|9|12
A2_multiclassA_2refs_loadLow_N50,2,2,2,3,0.008834,65,true,2|2|3|2|2
A2_multiclassA_2refs_loadHigh_N50,2,2,2,3,0.002792,65,true,3|2|2|2|2
A2_multiclassB_2refs_demands_3to1_N20,2,8,6,10,0.027154,65,true,10|8|7|6|10
A2_multiclassB_2refs_demands_5to1_N20,2,7,6,10,0.035557,65,true,6|10|7|7|7
A2_multiclassB_2refs_demands_3to1_N50,2,3,3,4,0.009364,65,true,3|4|3|3|3
A2_multiclassB_2refs_demands_5to1_N50,2,2,1,3,0.009912,65,true,3|2|2|2|1
A2_multiclassC_2refs_think_2to1_N20,2,7,6,8,0.016402,65,true,6|7|8|7|7
A2_multiclassC_2refs_think_4to1_N20,2,9,6,12,0.052370,65,true,6|9|10|6|12
A2_multiclassC_2refs_think_2to1_N50,2,1,1,4,0.008722,65,true,1|2|4|1|1
A2_multiclassC_2refs_think_4to1_N50,2,2,1,2,0.017487,65,true,1|2|2|1|2
A3_multiserver_c2_loadLow,3,1,1,1,0.138425,40,true,1|1|1|1|1
A3_multiserver_c2_loadMedium,4,1,1,1,0.004306,40,true,1|1|1|1|1
A3_multiserver_c2_loadHigh,4,1,1,2,0.003051,40,true,1|1|2|1|1
A3_multiserver_c4_loadLow,3,1,0,1,0.055979,40,true,1|0|1|1|1
A3_multiserver_c4_loadMedium,4,1,1,1,0.002034,40,true,1|1|1|1|1
A3_multiserver_c4_loadHigh,4,1,1,2,0.001724,40,true,1|1|1|1|2
A3_multiserver_c8_loadLow,4,2,2,2,0.002258,40,true,2|2|2|2|2
A3_multiserver_c8_loadMedium,4,2,2,2,0.002198,40,true,2|2|2|2|2
A3_multiserver_c8_loadHigh,4,2,1,2,0.001971,40,true,1|2|1|2|2
A4_threeTier_multiclass,6,7,6,9,0.015711,85,true,7|8|9|7|6
A4_multiclass_multiserver,2,2,1,2,0.117630,65,true,2|2|1|2|1
A4_multiclass_multientry,2,1,1,2,0.059337,90,true,1|2|1|1|1
A4_chainPlusFanout,5,7,5,8,3846153862633607.000000,105,false,7|7|8|6|5
A4_webApplication,4,2,2,3,0.000000,85,true,3|2|2|3|2
A4_databaseBackend,5,4,3,6,0.004744,80,true,3|4|6|3|4
A4_threeTier_sequence,4,2,1,2,0.000000,0,true,2|2|2|2|1
A4_parallelService_andFork,2,1,1,1,0.000000,0,true,1|1|1|1|1
A4_retryLoop,5,1,1,2,0.000000,0,true,2|1|1|1|1
A4_replyThenLog,3,1,1,1,0.000000,0,true,1|1|1|1|1
A5_orForkUneven,4,1,1,1,0.000000,0,true,1|1|1|1|1
